username,text
setarenam,@haameedt ما فقط ميبريم🫣
dr.saeedqoreishi,@sedna.sakh شما الان دختری یا پسر؟🤔
saamaan_43,@saraasna حالا ایشون اگر مثلا منطقه ۱۲ یا مثلا ۲۲ بود و‌ بازم میخواست از اطراف خودش کسی رو پیدا کنه بازم این حساسیت به وجود می اومد؟ من نزدیک به دو ساله که به استانبول مهاجرت کردم و خیلی وقتها حتی برای دیدن تنها دوستی که اینجا دارم، وقتی به ترافیک و مسیر طولانی فکر‌ میکنم از رفتن پشیمان میشم
dor0nazdik,@itsaboutmohrez سلام. وقتتون بخیر. من علی هستم متاهل با فاصله زیاد از بیرجند و علاقه مند به کشف آدم های جدید با روابط خانوادگی و سالم. با احترام
mahsaaa_namazi,@minoo.3363 😂😂😂awli bod 😅
dor0nazdik,@ha_ni_kh چقدر بزرگ شدی؟
maryam__mesgarpour,@minoo.3363 وقت ناهاره سرو میکنید؟
amir.sam2719,سلام ۳۳ سالمه و مهندس عمران هستم. به نظرم این خیلی روش خوبی برای آشنایی و یافتن دیت هستش و از یلدا ممنونم. از تفریحاتم موسیقی و کتاب و فیلم میتونم اسم ببرم. ادم درونگرایی هستم و معمولا زیاد تمایلی به جمعهای شلوغ ندارم. مذهبی نیستم و دوست دارم با فردی باشم که زیاد مذهبی نباشه. اهل موسیقی باشه و خودشو هم دوست داشته باشه و کمی خودشناسی کار کرده باشه . ساکن سنندج هستم و گاهی در شهرهای اطراف رفت و آمد میکنم اما تمایل دارم کسی باشه که نزدیک باشیم و بتونیم بیشتر در معاشرت باشیم. خوشحال میشم اگر کسی بود بهم پیام بده.
mahdi.khoshghamat,@khater_parish 🙏🌷 ان شالله یکی نزدیک پیدا کنید. حتی بهتر از من 😅
sara.dana.art,@saraasna مگه هر کی منطقه یک و سه میشینه پولداره؟ اینهمه مستاجر هستن اونجا و خیلی پولدارای واقعی هستن جنوب شهر تشکیلات دارن بنظرم محل زندگی هیچوقت نشانگر وضع مالی و اصالت آدما نیست.
mehrnoosh.yosefi,@mozhgan_hmz برو ببینم چیکار میکنی😉
ay.su.67,"سلام ٣٤ سالمه،ساكن اروميه،چندماه ديگه تهران ميام ،كارشناسي و ارشد رو دانشگاه تهران خوندم، الان تو يه شركت مسئول منابع انساني هستم،ميانگرا، دختر آزادي هستم ولي چارچوب دارم، نسبتا شوخ و اهل هنر و سفر،حساس،خوش قيافه و شيك پوشم، عجولم،مهربون،منطقي،١٦٣ قد،فيلم و مطالعه دوست دارم،
دوست دارم كسي باشه كه،تاحالا ازدواج نكرده باشه، تحصيلاتش در حد خودم يا بالاتر، وضع ماليش خووووووب باشه،آداب معاشرت بلد باشه،اهل سفر، خوش تيپ و ظاهر خوب،عاقل،باشخصيت و شوخ،وفادار و اهل زندگي،خسيس نباشه، وضع مالي خوب، مرد زندگي باشه،اهل فيلم و مطالعه،، تا حالا از زندگي مجرديم لذت بردم البته تو چارچوب يه دختر، دوست دارم از اين به بعد يه زندگي مشترك خوب رو داشته باشم❤️❤️❤️❤️"
fatemeh_plan,سلام سلام یلدای قشنگم😍میگم وسط دیت و اینا یکی ارشد روانشناسی میخونه بیاد ب من کمک کنه منابع را بهم بگه چطور بخونم قبول شم.... ماچ ب کله ی همتون🥰🥰🥰
glnzpar,@rezaahmadiyani باورم نمیشه نخوای‌سریع پیش بری🤨
nazanin._.nnn7,@dawn.p7931 خب من متوجه نشدم شما خانوم هستید یا آقا :)
miss.behgol194,دیگه قرار نیست ما کامنت بزاریم، چون پیدا شدیم😊😊 با انرژی باشید ک اتفاقای خوب خواهد افتاد❤
baharehzafarii,مثل همیشه عالی❤️
maryam_i_18,@glnzpar 😂😂
amin_sharifirad_,@atefeh__hs7 👏👏😍😍
sheeva_zr,من شیوا هستم،سنندج زندگی میکنم.مدرک تحصیلی لیسانس دارم. برنامه نویسی وب کار میکنم .تفریحاتم کوهنوردی ،طبیعت گردی،کافه رفتن، گاهی فیلم دیدن.دوس دارم برای زندگی و کار تهران زندگی کنم .
dor0nazdik,@iamyaasaamaan برام کیک میپزی؟
naadiagram_,همه دهه هفتادی ان که🤔 یک متولد شصت و پنج از کجا بگه از چی بگه 😁
_hanie_jafari,@savana_bagheri vayy bishurrr😂😂
melika_jls,@sargashteh_mag ایشالا😂
mehrpaydar,آفرین👏
sare.shekari,@romina.bodaghi هم محله ای منی رومینا😍😍
zohreh.sayenpour,@sajede_alinezhad_ برای یلدا کامنت میذارم 😂 خودتم من آوردم اینجا بچه
nail.by.viola,"سلام بنفشه‌ هستم متولد 69 از رشت، میانه گرام هم جمع رو دوست دارم هم یاد گرفتم از تنهاییمم لذت ببرم.
دو سال هستش که تراپی میگیرم و به یک شناخت نسبی به خودم و خواسته‌هام رسیدم، دوست دارم پارتنرم نزدیکم باشه پس دنبال رابطه لانگ دیستنس نیستم، ظاهر و استایلش برام مهمه و اینکه بدونه از رابطه چی میخواد، در موردش صادق باشه و براش تلاش کنه.
اینا بیس چیزایی بود که من از پارتنرم میخوام، از خودمم بگم که
تفریحاتم ورزش، یادگیری زبان، فیلم و سریال و طبیعت گردیه، آدم مذهبی نیستم و هیچ وقت خودم رو محدود به ترس‌هام یا انتظارت دیگران نمیکنم.
شاید اوایل یکم خشک بنظرم بیام ولی عمیقا آدم احساسی و پر جنب و جوشیم.
پرحرفی کردم بقیش بمونه واسه وقتی که خودش اومد 😊"
mah.nikoomid,@ramin.1980 واقعا باهاتون موافقم ، موقعيت جغرافيايي بسيار بسيار مهمه 🙌
sara_ebi19,سلام 🙋🏻‍♀️خب بنا به دلایلی که تقریبا همه بهش واقفیم با پیج شخصیم کامنت نذاشتم...22سالمه و اهل کرمان رشته ی تحصیلیم جامعه شناسی بود که فارغ‌التحصیل شدم به هنر خیلی علاقه دارم و جسته گریخته نقاشی میکشم توی سبک لاین آرت...موسیقی خیلی من رو به وجد میاره وگاهی همراه با موسیقی های بیکلام تصویر سازی میکنم توی ذهنم وبه نوعی موسیقی خوب خون میشه میره توی رگام...ساز مورد علاقم هنگ درامه به دلیلی نزدیکی که باطبیعت داره...عاشق طبیعتم وسعی میکنم همه ی زیباییش رو با جزعیات زیادنگاه کنم و ثبتشون کنم ...این روزاهم مشغول پرداختن به خودم و تلاش برای رشد شخصیم هستم...همونطور که مشخصه از نوشته هام ادم احساسی هستم اما تلاشم اینه که به موقع منطقی هم باشم،علاوه بر همه ی اینا شوخ طبع هم هستم وتوی جمع سعی میکنم وایب خوبی ایجاد کنم اینجا شاید فقط بشه بخشی از شخصیت رو توصیف کرد وباقی طی گذر زمان شناخته میشه اصلا گاهی ادما توی تعامل باهم بخشای جدیدی رو کشف میکنن ازهم مگه نه؟🙂
zarisafi,@sargashteh_mag 👏👏👏👏👏
ay.su.67,@ay.su.67 @ay.su.67
azi.2331,@zohreh_ganji نوش جونت عزیزم
sahar.mhrdd,@mehrrita  ببین الان اینجوری پارتنر پیدا میکنن زمونه عوض شده
faribayezamani,@atefe_haji_pv مرسی عزیزم 😍❤️
_delara_hbi,زوج زیبا❤️
hosseinhooshyar,به من گیر ندید‌ عالی بود ، بعد از نیم ساعت گذشتن از پست و مقایسه با مخصوصا پست اول ، میشه برداشت کرد چقدر قضیه جدی تر شده و اینکه چقدر کامنت ها پخته تر و معرفی ها عالی و جامع ، پله پله با شما یاد میگیریم خانم یلدا و ممنون که اینقدر دغدغه ی بهتر شدن ، حتی در ساده ترین چیزها براتون مهمه 👌
dor0nazdik,@nowandmemory منم قصد ندادم. حالا چه کنیم؟
arshida13866,سلام خسته نباشید همگی یه سوال اینجا همه دهه ۲۰ و ۳۰ زندگیشون هستند کسایی که دهه چهل باشند نیست😢
_barran_s,متخصص مغزو اعصاب ۳۴  پولدار
faribayezamani,@poopak.istanbul جان 😍 همیشه خوشحال باشی الهی
ariiiiiyanaaaa,نوشین هستم.سی و چهار سالمه.مهندس صنایع هستم.شمالی هستم.دارم زبان آلمانی میخونم که به آلمان مهاجرت کنم.خوشحال میشم تا با مهندس یا دکتری که ساکن آلمان باشه یا قصد مهاجرت به آلمان رو داشته باشه آشنا بشم.لطفن فقط اگر قصد داشتن یه رابطه ی سالم و عاشقانه و پایدار برای ازدواج رو دارید پیام بدید.این ها شروط اولیه هست.تا بعد از شروع رابطه بیشتر باهم آشنا بشیم.به امید یافتن یاری ناب😊
ramin.1980,@saamaan_43 👌👌👌👌
anahita_pakz,@mohammadnazeri02 می شه یکم بگی که چه کتابایی خوندی ؟
dor0nazdik,@faribayezamani سلام
miina_rsl,سلام.من اومدم دوستان جان امو معرفی کنم.لطفااااا دقت کنید و اگر تکلیفتون با خودتون مشخص هست و دنبال یک ارتباط متعادل و سالم هستین پیام بدین،در غیر این صورت محبت کنید و گذر کنید.دوست عزیز من ۲۹ سالشه،اهل زنجان هست،اینکه بتونه رفت و آمد و ارتباط لانگ دیسنس داشته باشه رو باید با خودش صحبت کنید،مهربون،مستقل،کوشا،خوشگل،چارچوب اخلاقی داره،متعصب و مذهبی نیست،توو بعضی موارد حساس هست.از سبک زندگیش بگم عااااشق طبیعت و گل و گیاه و یکی از زمینه هایی که فعالیت میکنه در ارتباط با گیاهان،پااایه سفر هست و این بشر با مسافرت یک جون به جون هاش اضافه میشه،اهل مطالعه اس و پادکست های خوبو بیشتر مواقع با من به اشتراک میزاره،یک کیک هایی میپزه که انگشت هاتونم باهاش بخورید،اگر دنبال یک فرد محترم و آدم حسااابی هستید دوست جان عزیزتر از جان من هست.اگر که جواب داد ارتباطتون شیرینی من باااید وییژه و مخصوص باشه.اگر اذیتش کنید واااااای به حالتون.الهام عزیزم امیدوارم ناراحت نشی که من پیش دستی کردم.@eli.yh
ahmad_bayat69,@iamtanazz خیالتون تخت ماها به زور اهم رفیق میشم پارتنری و‌‌‌... بماند😂😂😂😂
dor0nazdik,@sedna.sakh سلام. مشتاق اشنایی
behnazjahangirzadeh,@ali_kocholo1600 علی این پستو بخون به دردت میخوره😍
azi.2331,@nazanin._.nnn7 قوربون شما بفرمایید😂😂
__suebazri,من هم خوشحال و شاد و خندانم قدر دنیا را هم میدانم 😅
azadeh.zohori,@iranian_comet_lady بنظرم اگه برای خودتون اولویت نیست و کمبودشو تو زندگیتون احساس نمیکنید این مهم نیست که بقیه چجوری هستند یا نیستند. قرار نیست همه بر اساس عرف زندگی کنند
atefeh__hs7,من عاطفه‌م 🙋‍♀️ متولد۷۶ اهل مشهدم و تهران درس میخونم📚(در حال حاضر تهرانم ) رشته‌م بیوتکنولوژی‌ه 🧫🧬.قصد دارم در اینده ای نه چندان خیلی دور اپلای کنم🛫 مقصدم هنوز قطعی نیست . میانه گرام و رفتار و خلق و خوم بستگی به جمعی داره که توش قرار دارم😌 . ممکنه تو یک جمعی خیلی فعال و پرحرف و پرانرژی باشم و تو یک جمع دیگه نه😶 . علاقه مندی هام : قهوه - سینما -تئاتر - رقص . قبلا خیلی اهل طبیعت گردی نبودم ولی از وقتی با گروه مشهدیا که زیر پست رفیق یابی یلدا تشکیل دادیم رفتیم طبیعت ، خوشم اومده جدیدا از طبیعت گردی هم🏕 . دنبال رابطه ی کوتاه مدت و یک رل چند روزه نیستم . در حال حاضر تو این سن هم امادگی ازدواج ندارم ولی از پلن های اینده‌م ازدواج هست یعنی میخوام اول یه مدت تو فاز دوستی و اشنایی باشم ، بعدا اگر اوکی بود ازدواج👰 . از ادم های باهوش و خلاق خوشم میاد👨‍🎓 ، مباحث تکنولوژی و استارتاپ و چیزای علمی و ... را هم خیلی دوست دارم 🤓🧐.مذهبی نیستم ولی یه سری اعتقاداتی هم به هر حال دارم.
heli._4444,منممم😂😂
landy_moda,گلسینه و اکسسوریهای خاص و دستدوز🙋🏼‍♀️🍀💋🌸🤍
dor0nazdik,@sin_zsh من یه ادم سنتی بسته و متحجرم. افتخار میدید؟
saamaan_43,@ramin.1980 من شما رو تایید یا تکذیب نمیکنم ولی مادامی که هر کی قراره ترجیح هاش رو روراست بنویسه، هیچ اشکالی نداره که به این واضحی درخواستمون رو مطرح کنیم. 👏 خیلی بهتر از اینه که بعدا متوجه بشیم طرف از شهر یا محله ای هست که از ما دوره و سخت میشه باهاش ارتباط برقرار کرد.
nazanin._.nnn7,نوش جان 😂
cafe_radioclassic,سلام به همگی ،البته نمیدونم ربطی داره یا نه،ولی من این پیجو برای دلم زدم ،درباره موسیقی،کتاب،،داستان ،فیلم،مطلب میذاریم و با دوستان صحبت میکنیم، به همدیگه  کمک میکنیم بیشتر و بهتر یاد بگیریم،اگه دوست داشتید بیشتر باهمدیگر آشنا بشیم و دوست بشیم حتما به پیجم سر بزنید  و صحبت کنیم و بیشتر آشنا بشیم در این پیج دوستای زیادی پیدا کردیم  و آشنا شدیم و خیلی چیزا یاد گرفتیم ،دو سه باری هم با دوستان قرار گذاشتیم بیرون و صحبت و گفت و گو داشتیم.موفق باشید .ممنون از یلدا جان
torkzaban_sh,@azadeh_shme
fatemeh.jrad,سلام من فاطمه هستم 26 ساله از گنبد کاووس تقریبا دو و سال و خرده ایه که به عنوان پرستار کار میکنم و قصد مهاجرت دارم، دنبال رابطه لانگ دیستنس نیستم، به فوتبال و یادگیری زبان های جدید بسیار علاقمندم. از تجربه های جدید تو هر زمینه ای استقبال میکنم، در مورد خصوصیات اخلاقی ترجیح میدم از خودم تعریف نکنم اولین چیزی که برام تو هر رابطه ای چه عاطفی و چه غیر عاطفی مهمه صداقته، آدم خیلی مذهبی نیستم و مذهب هیچ وقت دغدغه ام نبوده و دارم تلاش خودمو میکنم که در هر لحظه زندگی کنم.
dor0nazdik,@ayzaak_nioton سلام. با افتخار
matine_m.rad,@sadaf.88887 داشتم کامنتتونو میخوندم چقدر اخلاقاتون شبیه منه😁
rezagolshanfard,سلام، من رضا هستم از شیراز، حقوق خوندم. گاهی اوقات درون گرا هستم و گاهی اوقات برون گرا میشه گفت بین هردو قرار دارم. کمی شوخ طبعم، مذهبی نیستم و اینجور که بقیه میگن خوش اخلاقم ، کارم هم در حوزه درسی خودمه و چندتا کار دورکاری مختلف. اهل مطالعه و شناخت جهان اطرافم هستم، برام مهمه کسی که کنارمه از  حق و حقوق خودش با خبر باشه سرش زیر برف نباشه، از آدم‌های که تنها هدفی که در این جهان برای خودشون تعریف کردندارن  صرفا پول درآوردن هست دور هستم خیلی دور، پول مهمه راستش نه برای من. در این جهان بیشتر جنگجو بودن مهم و کشف چیزای تازه و مهربانی و اخلاق و رشد کردن، در کنار هم آدم‌های بهتر شدن. حالا اگه تا اینجای پیامم رو خوندی و اگه این چیزا هم برای شما هم ارزشمنده من منتظرتم بهم پیام بده.
pouria.sna,پوریا، تهران، کارشناسی ارشد مهندسی، ۲۷ سال، ساپیوسکشوال، استریت، شوخ‌طبع، فحش‌دهنده، علاقه‌مند به فلسفه زبان و ادبیات.
torkzaban_sh,@1990.zahra جسارت نباشه ولی گفتم شاید بدردت بخوره
ranaa_mzd,رعنا هستم ۲۶ساله از کرمان/ کارشناس علوم آزمایشگاهی و شاغل در بیمارستان/ قصد ادامه تحصیل دارم :)) ولی زمان می‌بره/  مستقلم و یدونه سگ شیطون کوچیک دارم که جزء بزرگی از زندگیمه/علاقمند به موسیقی، هنر، طبیعت، طراحی و دکوراسیون داخلی/ سعی میکنم گاهی اوقات مطالعه داشته باشیم البته بیشتر بصورت پادکست/مذهبی نیستم و علاقه ای ندارم بهش/ آرامش، صداقت، حال خوب، درک متقابل، توجه توجه توجه + وقت وقت وقت ، شخصیت و لول اجتماعی برام مهمه/ دنبال آدمیم که تکلیفش با خودش و زندگیش معلوم باشه/ همچنین علاقمند به رابطه لانگ دیستنس نیستم :)
zohreh_ganji,من با کشک 😂😂
maryam_i_18,@glnzpar 😂😂
takmah.nazari,تبریک😍
mari.january,@fatemeh.hashemi.pics خیلی ازین حرفا شعاره، یعنی نمیشه گفت اینها شناخت کامل از خود هست، باید با شخص در ارتباط باشی تا دقیقا بفهمی چجور آدمیه :)
glnzpar,"@maryam_i_18 وااالا 
خو با همسايه بغليشون دوست بشه نزديكم هست😒"
raha_ahmdi,کاش هزاراااان استوری بذاری از به هم رسیدن ها😍😍 @yaldarta
atefeh__hs7,@iamtanazz 🙋‍♀️
baransamadi1993,"من ۲۹ سالمه ارشد معماری تو مهندس مشاور کار میکنم.قد:۱۶۷ وزن ۵۶ ساکن اصفهان، شخصیت درون گرا.
تفریحات:  اهل ورزش و فیلم وآشپزی. 
ظاهر نسبتا برام مهمه.
قصد جدی برای مهاجرت تحصیلی دارم و حتما باید طرف مقابل هدف مشترک با من داشته باشه. 
اهل رابطه لانگ دیستنس و روابط سطحی هم نیستم"
nura_taheri,@nasii.tah77
haameedt,@glnzpar اپشن نیست علاقمه چرا میزنی تو سر مال 🥺 بچه گناه داره خوب
seylvia_1991_,سلام . من سی سالمه و استان البرز زندگی میکنم کارشناس آی تی هستم در حال حاضر کارمندم .  معمولا پر انرژی و برون گرام . اهل سفرم به اتفاقات و پیشامد های جدید نه نمیگم . خودم و اطرافیانم مطمعنن که ادم صبوریم . مسئولیت پذیرم به شدت .  سرگرمیم در بیشتر موارد کتاب خوندن . فیلم باز نیستم اما تلاش میکنم فیلم خوب ببینم . معاشرت کردن با ادما رو به انزوا طلبی ترجیح میدم . گاهی نقاشی میکنم گاهی مینویسم و .‌‌.. ادم رمانتیکی ام و خیلی حواسم به پارتنرم هست . ❤️
zohreh.sayenpour,@sajede_alinezhad_ 😍 جان بهت💚
gazallleee,سلام من غزاله ام ۳۰ سالمه قزوین زندگی میکنم  دختره خوب ، معمولی و ساده ای هستم دوست دارم کنار  اینهمه ناملایمتی که دنیا داره یه دوست و همراه خوب  داشته باشم امیدوارم این بار موفق بشم و پارتنرم پیدا کنم ❤️
__shirin__bb,👌🏻👌🏻👌🏻🥰
reza_6990,این پست رو جدی بگیرید بچه ها😁
farshadzadhoosh,@faribayezamani خب خدا رو شکر. خوشحال شدم اون تلاش نتیجه داد
yalda_aghaei,کار جالبیه، فقط تعجب می کنم اکثر اونایی که ظاهر طرف مقابلشون واسشون مهمه خودشون خیییلی معمولی هستند، سعی کنید یکی رو انتخاب کنید به شما بخوره ، وگرنه حتما دچار مشکل میشید
sare.shekari,@haameedt اولین دور همی که گرفتی منو هم دعوت کن😎
ahmadsaberi_,احمد هستم‌35سالمه و استانبول زندگی میکنم. اهل لانگ دیستنس😉 نیستم. فوق لیسانس زبان انگلیسی دارم و اینجا زبان انگلیسی درس میدم و تو کارم خوبم (بخدا😁) .  نسبتا شوخ 😛و مهربونم و خیلی خیلی اهل دورهمی و مسافرتم. آخر هفته ها مو با طبیعت گردی و دورهمی میگذرونم. به رشدو ارتقا شخصی🌱 اهمیت میدم. و مطالعه و تمرین میکنم. واقعگرا هستم و از مثبت اندیشی کورکورانه و منفی بافی دوری میکنم.  یمدت زبان فرانسه خوندم بخاطر همین خیلی آهنگهاشونو دوس دارم. ترکی هم دارم یاد میگیرم. دنبال یه یار زیبا🙎🏻‍♀️ و تحصیلکرده و با اخلاق میگردم که اهل مهاجرت باشه.. با هم بریم دکترا کانادا یا آمریکا بخونیم... نیمه جانِ من کجایی؟
mahdiye_salemi,چه جالب و چه عجیب که در دنیای واقعی نمیتونیم همدیگرو پیدا کنیم 😮
mozhdeh_pnh,🌱من مژده هستم،۲۶ سالمه ، معلم ابتدایی هستم و ارشد روان شناسی دارم.دختر اروم اروم اما پرانرژی و با هیجان زیادی هستم😁به ورزش و موسیقی و مسافرت خیلی علاقه دارم و واسم صداقت و تعهد تو رابطه مهمه.دوست دارم پارتنرم اشپزیش خوب باشه و عاقل و مهربون باشه و بتونیم با همدیگه دنبال هدفامون باشیم و با هم پیشرفت کنیم و در کنارش کیف کنیم و از زندگی لذت ببریم🥰
ati70_40,من عاطفه هستم ، مشهد زندگی میکنم ، برنامه نویس و مدرس آلمانی هستم .متاهل و دوتا هم فرزند دارم . خیلی دوست دارم با خانومی اشنا بشم که با هم از زندگی روزمره بگیم من اهل کتاب و پادکست هستم . سفرهای زیادی رفتم و تجربیات زیادی دارم . ساکن مشهد هستم . خوشحال میشم دوستای جدید پیدا کنم.😍😍😍😍😍😍
savana_bagheri,@_hanie_jafari khak bar saret k daram az azabi daret miaram bi cheshm o ru
mojrian_za,@sargashteh_mag دستتون رو بکشید روی سرم لطفا😬
sare.shekari,از لحظاتتون لذت ببرین😍😍
zarei_miilad,"میلاد. متولد ۷۵. ساکن مشهد. اصالتا خراسان جنوبی . از نگاه خودم پسری ساکت، آرام، باظرفیت و گاهی هم هیجان و شور و نشاط خودم رو دارم. بدنبال این هستم که زندگی رو آسان و ساده و در آرامش سپری کنم. انسان ها برای من از نازل ترین تا عالی ترین طبقات اجتماعی یکسان هستند اما برای من یکی از مهم ترین معیارها برای ارتباط برقرار کردن درک آن هاست. علایق من: فلسفه و شعر است.
مهم تر از همه این است که تو پست دیت یابی قبل گروهی از دوستانی را پیدا کردم که اوقات خوشی رو درکنارشون میگذرونم. اگر این پست بتونه دوستان بیشتری رو در کنار خودمون قرار بده، من هم استقبال می کنم."
najmehravood,من با آبنبات😂
__marmarmoshayedi,روزی که اولین پست دیت یابی رو گذاشتی اصلا فک نمیکردم بازم تکرار بشه. چقد جالبه 😍😍
shadzi1357,سلام . من شادی هستم . چهل و سه سالمه ، مهندسم و ساکن رشت .  این اکانت فیکه . آدم تقریبا ساکت و آرومی هستم و حوصله شلوغی زیاد و سر و صدا رو ندارم . شبها زود میخوابم و صبحها هم زود بیدار میشم . اهل مطالعه و پیاده روی و کوهنوردی و طبیعت گردی هستم . دنبال کسی هستم که تا حد زیادی شبیه خودم باشه .
aminii_elham,به نظرم فارغ از هر نتیجه ای کلی امید و شوق به زندگی توو این پست و کامنتا هست و این یعنی کلی انرژی خوب و مثبت برای هممون☘️
mari.january,@iranian_comet_lady همه آدمها قرار نیس شبیه هم باشند، من هم تقریبا همین خصوصیات رو دارم، دوست چندساله زیاد دارم ولی خیلی دیر همو میبینیم، هیجوقت دوستی نداشتم که همجا باهاش برم و یا همه حرفای زندگیمو بدونه و اینعا اصلا بنظرم عجیب نیس :)
dor0nazdik,سلام محبوبه
farshadzadhoosh,اِاِاِاِاِ سلااااام واسه بار چهارم. مفتخرم برای چهارمین بار یه موز از اصفهان بردارم و به آرامی از صحنه خارج بشم. 😎😄
i_listopher,سلام. پسری هستم ۲۹ ساله ساکن اصفهانم و کارشناسی ارشد دارم. مهمترین چیز تو زندگیم این بوده که آدم مستقلی باشم و الان هم مستقل زندگی میکنم. صبحا تا بعد از ظهر رو مشغول کار هستم. بقیه تایمم رو هم اکثرا در کنار گربه عزیزم فیلم میبینم موزیک گوش میدم و ساز میزنم. و البته علاقه شدیدی هم به خواب دارم و واسم یه تفریح خوبه😅. میتونم بگم آدم درونگرایی هستم و خیلی اجتماعی نیستم واسه همینم بیشتر تایمم رو واسه خودم میزارم. دنبال خانمی هستم که یا مثل خودم مستقل باشه و یا لااقل اگه هم نیست به لحاظ شخصیتی استقلال داشته باشه که بتونیم در کنار زندگی حرفه ای خودمون وقت های آزادمون رو با هم بگذرونیم حرف بزنیم موزیک گوش بدیم فیلم ببینیم و به هم کمک کنیم و خلاصه واسه همدیگه باعث پیشرفت و خوشحالی باشیم. نهایتا اینکه هدفم داشتن یه رابطه خوبه که امیدوارم بتونم اینجا آدمی که به درد هم بخوریم رو پیدا کنم...
mojrian_za,@farhoodvosoughi لایک = لایک بک😬
pegahpor,@zahra_sadeqi موافقم
takmah.nazari,@zar_dooz 😂😂
dor0nazdik,@l.noor.i اعتقادات مذهبی در چه حدی؟ چقدر شیطون؟
newspaper_of_fashion,خدایی روش سختیه
marzi2231989,یکی از قشنگترین و در عین حال سخت ترین و پیچیده ترین کارهای عالَم داشتن رابطه اس،،امیدوارم همه موفق باشن🕊من که خودم رو هنوز آماده ی این چالش نمیدونم🙃
romina.bodaghi,@sare.shekari ❤️
arknaz.112020,@farhoodvosoughi به نظرتون شما نژاد پرست نیستین؟
ramin.1980,@mah.nikoomid ممنونم 🙏🏽🙏🏽🙏🏽
marco_elaa,سلام .من الهه ام ۳۴ سالمه .میانگرام. عاشق گل و گیاه و طبیعت و کتابم.ساکن تهرانم. دوست دارم طرفم  فعال باشه. خنثی تو‌ دوستی رفتار نکنه.ادمیم که اگر با طرفم اکی باشم بی نهایت پر انرژی و بگو بخندم.یکمم زود جوشم اما بعدش کلا یادم‌میره اصلا سر چی دعوا شد و چی شد و چرا
negin.analuyi,@maryam_i_18 وای وای عااااالی😂😂😂😂
glnzpar,@haameedt عاخه پادكست گوش دادنم شد آپشن؟مثكه اينه كه بگي من راديو گوش ميدم😂😂😂
niushaa2020,@rezaahmadiyani حیف شد تهران نیستم 😂😂
bazrafshan_mojtaba_92,@itsaboutmohrez خیلی خوش اومدین به شهر ما ولی متاسفانه من بیرجند نیستم، در هر صورت فقط خواستم خوش آمد بگم
iamyaasaamaan,@dor0nazdik دختری یا پسر
mehrpaydar,من جای دولت بودم شما رو وزیر ورزش و جوانان میکردم 👏
sare.shekari,@hamed.hoyod.moradi پیشونی و بخت و اقبالت بلنده😜
dashtestani.graphic,@farhoodvosoughi 😂😂
dor0nazdik,@iamyaasaamaan با اجازتون پسر. علی هستم
__elahe.hb__,سلام ، اول از همه لازمه بگم اکانتم فیکه ! ‌ خب من یه دختر ۳۶ ساله پر انرژی و برونگرای تبریزی و با تحصیلات فوق لیسانس هستم. اهل تفریح،طبیعت و کوهنوردی هستم. از سکون و درجا زدن بیزارم و به شدت از یادگیری موضوعات جدید و تعامل با افراد سازنده و خودساخته خوشم میاد.مذهبی نیستم، فعلا به مهاجرت فکر نمیکنم و اونو موکول کردم به تصمیمات آینده و موقعیت مناسب. دنبال رابطه بلند مدت هستم با شخصی که فعال و پرانرژی و سازنده باشه که از هم یادبگیریم، کنار هم رشد کنیم و از حضور هم آرامش بگیریم و از لحظه لحظه زندگی بیش از پیش لذت ببریم. شخصی که زندگی هدفمندی داشته باشه و اهل تلاش برای ساختن هر چه بهتر زندگی باشه.
arezou_kia1989,"آرزو هستم از ترکیه؛شهر ازمیر
۳۳ ساله دنبال دوستی و معاشرت و پیدا کردن دوست یا دوستای جدید هستم"
azam_taghyzadeh,@zahrabakhoda97 من چایی اولویت ام هست 😂
nc__rad,@maryam_i_18 😂😂
leila.mp68,عشق ما را پی کاری به جهان آورده است. ادب این است که مشغول تماشا نشویم.
mahshad_reza_zade,@turquoise.397 😍 چه خوب
fazitoon_00,@rezaahmadiyani چرا من عکس همه اینام؟ 😂 کارم یه طوریه که ممکن آخر هفته ها شیفت باشم ولی دو روز آفم پس کلا برنامه آخر هفته کنسل میشه، اما خب دوست دارم توی رابطه ای باشم که با حوصله و آرامش پیش برم، کلی کافه و رستوران برم و حتی گاهی در سکوت کنارش باشم. امیدوارم پارنتر مورد علاقتون رو پیدا کنید
nazaniiinnnnnnn,@sargashteh_mag چه خوب البته چه سرعت عملی
porya1377_,"سلام
بنده علی هستم 
۲۴ساله 
کمی شوخ طبع و پرهیجان کرج ساکن 
عاشق هیجان
به دو چیز اهمیت میدم ورزش و نوع پوششم 
در حال حاضر سرباز اتش نشان 
عاشق بیرون رفتن و صحبت کردنم"
