username,text,likes,created_at
delara_aghdam,@farzane0373 ❤️🥰😘,1,"3/22/2022, 9:35:58 AM"
sa.ssanaz,@afsaneh_talebi73 😂😂 فکر کردم می خوایی بگی اگر کسی خواست بره سر قرار و مکان نداشت بیاد خونه من 😂😂😂....البته که همین همراهی کردن برای سر قرار هم خوبه آفرین,5,"3/22/2022, 9:35:47 AM"
delara_aghdam,@minababaei_r آره که میخوام 😄❤,0,"3/22/2022, 9:35:45 AM"
marjan.akbariy,من مرجان هستم، 26 سالمه و ساکن وین (اتریش)، کامپیوتر میخونم و یکی از تفریحاتم کتاب خوندن و بحث درباره ی کتاب هاست. طبیعت گردی، والیبال، کافه نشینی،مسافرت، پیاده روی، لحظه هایی هستن که درش بسیار لذت میبرم. من فعلا ادم ازدواجی نیستم ولی به رابطه ی خوب هم نه نمیگم. رابطه ای که بشه درش یاد گرفت و یاد داد و به یه ورژن بهتر تبدیل شد. ادم رابطه های بدون هدف نیستم. و پارتنری رو انتخاب خواهم کرد که تکلیف اش با خودش و زندگیش معلوم باشه و بدونه از رابطه چی میخواد و خب اهل رابطه ی دور هم نیستم.,31,"3/22/2022, 9:35:39 AM"
delara_aghdam,@atefehmot قربونتون برم 😅❤,1,"3/22/2022, 9:35:28 AM"
delara_aghdam,@mozhdenzr مرسی عزیزم 😍😘,1,"3/22/2022, 9:35:09 AM"
ma_e_deisfahani71,@emrankarimizade 😂😂😂😂عجب دوستای با معرفتی,1,"3/22/2022, 9:34:59 AM"
delara_aghdam,@aileenmmz پس بیا دوست باشیم 😍😁,1,"3/22/2022, 9:34:58 AM"
sh_hp,@arzykiavar چه کار جالبی کردین👍 خوبه که وقتی میبینیم ویژگی کسی با علایق و ویژگیهای افرادی که میشناسیم هماهنگه، بشیم پل ارتباطیشون. آفرین🌹😊,3,"3/22/2022, 9:34:46 AM"
sarahmati_,@marjaan_alz پيج دوم بسازيد و خودتون رو معرفي كنيد بعد توي دايركت عكس رد و بدل كنيد.,2,"3/22/2022, 9:34:44 AM"
mahsa.m.bardi,@yaldarta یلدا خانوم همشون دخترن که 😅 حالا که این همه دختر خوشمزه شمع به دست خودشونو پرزنت کردن بیا براشون پسر پیدا کن 😂,7,"3/22/2022, 9:34:25 AM"
porooshat.ra,میگم من یه موز بردارم برم😂😂😂خیالی پست‌های دیت یابی خوبن😍,3,"3/22/2022, 9:34:12 AM"
emrankarimizade,@ma_e_deisfahani71 بالاخره اينا هرچي زودتر ابشون كنيم زودتر راحت ميشيم😂,3,"3/22/2022, 9:38:05 AM"
arghavan_bakhshi,@atapoursanaz بیا سال جدید نگران آشنا نباش و خودتو معرفی کن 😅😍,5,"3/22/2022, 9:38:05 AM"
delara_aghdam,@f_sarshogh بیش باد اینگونه معتقدین 😁❤,1,"3/22/2022, 9:37:56 AM"
saramohammadee,نمیتونم ولی😂,3,"3/22/2022, 9:37:36 AM"
sara_dhfar,سلام. سال نو همگی مبارک. سارا هستم  و متولد ۶۲. ساکن استانبول و مدرس زبان😅.,1,"3/22/2022, 9:37:36 AM"
delara_aghdam,@arzykiavar ❤️,0,"3/22/2022, 9:36:50 AM"
naz_brightness,میگما میشه اینجا دوستِ دختر پیدا کرد؟ 🤭 من نازنین هستم ۳۴ سالمه متاهلم. سرمهماندار هواپیمام. اهل کتاب های روانشناسی م. دوست دارم دایره دوست های دخترم رو بزرگتر کنم. ☺️,51,"3/22/2022, 9:36:36 AM"
abtin4657,سلام من 41سالمه کارشناس برقم دنبال یه همراه خوب وپایه میگردم که حالمو خوب کنه در زمینه کاری خودم شاغلم,5,"3/22/2022, 9:36:34 AM"
impala.can,@afsaneh_talebi73 کیس ها همه تهرانن کو مشهد😏😏,1,"3/22/2022, 9:36:29 AM"
mozhdeahmadie,سلام،من مژده ۲۳ساله از بوشهرم،دانشجو نشدم.به نقاشی علاقه دارم و هدفمم این هست که تقریبا شغلمم در همین راستا باشه،خیلی کم حرفمم هستم یعنی اینجوری نیست که بشه گفت درست میشم چون کلا جز شخصیتم شده.اگه همشهری باشه که چه بهتر و اگرم نباشه مشکلی نیست.مهربونی و احترام مهمه حتی وقت جدایی.و در آخر این پروفایلم مال پارسال هست،الان فقط کمی از رنگ موهام اونم آخر موهام مونده و بیشتر موهام به رنگ اصلی خودش یعنی سیاه دراومده، تازه موهامم کوتاه تر کردم,5,"3/22/2022, 9:36:26 AM"
_.shaqayeqmehranfar._,مشهدی ها خیلی کمن تو این پیج🤔👀,30,"3/22/2022, 9:36:26 AM"
marziehgh372,@mn_mohamad 😄😄😄,0,"3/22/2022, 9:36:18 AM"
maryam.msv.8,"چه کار قشنگی یلدا جان😍
خوندن کامنت ها و شیوه معرفی خودشون برای ما متاهل ها هم جالبه",0,"3/22/2022, 9:39:04 AM"
delara_aghdam,@sh_hp ❤,0,"3/22/2022, 9:38:51 AM"
nasiim.f,سلام. من نسیم هستم. ۳۵ سالمه و تهران زندگی می کنم. کارشناسی ارشد معماری خوندم و کار معماری میکنم. به ادبیات و موسیقی و کلا هنر علاقه دارم.اوقات فراغتم رو با فیلم دیدن، تمرین موسیقی، کتاب خوندن، یوگا و پیاده روی و معاشرت با دوستانم میگذرونم. دوست دارم کسی در کنارم باشه که ظرفیت تجربه پیچیدگی رابطه رو داشته باشه. اهل گفت و گو و پذیرش باشه، تفاوت ها و اختلاف نظرها براش محترم باشه، برای شناخت روان خودش وقت بگذاره و آموزش ببینه و مطالعه کنه. بتونیم جای امن همدیگه باشیم و در حضور هم خودمون رو سانسور نکنیم و خودمون باشیم. با هم خوش باشیم و به هم انگیزه و امید بدیم برای ساختن زندگی بهتر.,14,"3/22/2022, 9:38:45 AM"
delara_aghdam,@hajilou.maryam حقیقت تلخ را در آغوش گرفته‌ام 😅,0,"3/22/2022, 9:38:39 AM"
nazi.19938,خب از ما که گذشت ولی دوست دارم به دوستام معرفی کنم نمیدونم جنبه دارن یا نه اصلا از تبریز کسی هست یا نه.ولی در کل خواهش میکنم تو رابطه صداقت رو فراموش نکنین راحت صحبت کنین ابعاد مختلف رفتاریتون رو سعی کنین نشون بدین کم کم مثل چوب خشک نباشین.,0,"3/22/2022, 9:38:25 AM"
zahra.mmonfared,@mobinmhb هی مبین جون وقتی این دنیا من رو ناامید کرده دیگه تصور کن چه جور جاییه ... هی ....,1,"3/22/2022, 9:38:21 AM"
delara_aghdam,@jaleh_alaee مرسی عزیزم 😍❤️,0,"3/22/2022, 9:38:09 AM"
mansouretb,"همه که اومدن کامنت بخونن😁 
@_sheidakeshani_1994 آقا همه که دهه ۷۹ ان 😒
@hjr.choobgin 
یلدا جان میخوای پست های دیت رو سال بندی کن😉",1,"3/22/2022, 9:42:05 AM"
ma_e_deisfahani71,@emrankarimizade دقیقاااا😂😂😂,1,"3/22/2022, 9:41:58 AM"
m_life9922,"سلام.من یه دختر ۲۹ ساله هستم.با آی‌دی فیک اومدم واسه همین عکس ندارم‌.دنبال یه رابطه سالم و عمیق هستم که با کسی که همراهم میشه با هم بسازمیش و به رشدِ همدیگه کمک کنیم. به نظر من رابطه‌ی خوب ساختنیه و باید واسش تلاش کرد. به طبیعت‌گردی، سفر، پیاده‌روی،کافه گردی، سینما و تئاتر و رمان خوندن و مطالب روانشناسی علاقه دارم.مذهبی نیستم و با آدمای مذهبی هم نمیتونم ارتباط بگیرم. رشت زندگی میکنم‌ و مهندس عمرانم. میانگرا هستم و اهل گفتگو. دوس دارم اگه مشکل و دلخوری تو رابطه پیش میاد به جای قهر کردن و بچه‌بازی در موردش گفتگو کنیم و دنبال راه حل باشیم.اهل بیرون رفتن و طبیعت‌گردی هستم ولی از مهمونی رفتن و جمع‌های شلوغ زیاد خوشم نمیاد. مستقل هستم و دوست دارم کسی که یارم میشه اونم مستقل باشه و تکلیفش با زندگیش مشخص باشه. از رابطه لانگ دیستنس خوشم نمیاد. لطفا فقط  افرادی که ساکن گیلان هستن پیام بدن. عکس هم اگه نیازی بود در دایرکت در خدمتم🥰
امیدوارم امسال، سال خوب و پرباری برای همه باشه🌸💗",1,"3/22/2022, 9:41:48 AM"
sahar__azri,@moti.h_bu مطی جون بنظرم تو باید بیای تو  اکیپ ما. ربطی به رل و این داستانا نداره یه گروه دوستانه اس. از این به بعد که هوا همدان بهتره جمعه ها برنامه ددر دودور در دل طبیعت خواهیم داشت.,0,"3/22/2022, 9:41:45 AM"
mg.masoud66,😁🤣,0,"3/22/2022, 9:41:18 AM"
farnaz_puresmaili,@_neginbadihi_ ممنون که هنوز بهم امید داری🤣💚داوشمی ب مولا,1,"3/22/2022, 9:40:54 AM"
___afsaneeee___,سلام من افسانه م سی و یک سالمه و ارشد فناوری اطلاعات دارم و در حال حاضر هم مشغول به کار هستم. تهران زندگی میکنم محدوده شهرک غرب . دوست دارم تو سال جدید یه رفیق و دوست خوب داشته باشیم که بتونیم با هم در مورد هر چیزی صحبت کنیم بدون حد و مرز بدون جهت گیری . اهل فیلم و کتاب خوندن و سفرم . ساز میزنم . مهربون و خونگرمم و انعطاف پذیر . احترام متقابل برام یه اصله. تو رابطه برای طرف مقابلم خیلی صبورم.  دوست دارم با کسی وارد رابطه بشم که دنبال پیشرفت شخصی خودش باشه و پیشرفت طرف مقابل هم براش مهم باشه. سن هم برام مهم نیست .از اینکه رابطه بخواد سریع پیش بره خوشم نمیاد و دوست دارم کم کم شکل بگیره. از تند صمیمی شدن خوشم نمیاد. آرامش و توجه تو رابطه برام مهمه,15,"3/22/2022, 9:40:38 AM"
afsaneh_talebi73,@sa.ssanaz من خودم هنوز مکان مشخصی ندارم عزیز دلللل😂😂,0,"3/22/2022, 9:40:37 AM"
_zahra_.mt,آخی. چه بامزه همه توضیح دادن. عزیزم 😂😍,2,"3/22/2022, 9:40:14 AM"
emma__rad,@emma__rad و ترجیحا بزرگتر از خودم و بامزه هم باشه😁😁,0,"3/22/2022, 9:39:57 AM"
dashtestani.graphic,@atapoursanaz دقیقا 😂,0,"3/22/2022, 9:39:34 AM"
zahra.mmonfared,@mobinmhb حالا صداش رو در نیار شاید هم رو یکی کلید کردم دارم عمیق‌تر آبزرو می کنم دیگه اینجا دم به تله نمی دم😂,1,"3/22/2022, 9:39:10 AM"
_neginyp,سلام ببخشید توپم افتاد تو کامنتاتون میشه برش دارم😁⚽,11,"3/22/2022, 9:44:32 AM"
saba2507,@_.herdaughter._ سلام. مگر در اشنایی مجازی قراره دو طرف همدیگه رو نشناسن؟ من هم اشناییم اینترنتی بود و در زمان قبل از ازدواج بسیار خوب همدیگه رو شناختیم و خداروشکر زندگی خوبی هم داریم و بسیار خوشحالم از انتخابم. رابطه ای که اینترنتی هست و دو طرف هرروز ساعت ها با هم صحبت میکنن چطور میتونه کمتر از رابطه ای باشه که دو نفر گاها فقط چند ساعت در هفته هم رو میبینن توش؟,3,"3/22/2022, 9:44:19 AM"
leili_i75,سلام روزتون بخیر.پیج فیک می باشد من ۲۳ سالمه و کادر درمان و کرمانشاه هستم. تقریبا آدم درون گرایی هستم بیشتر اهل فیلم دیدنم تازگیا شروع کردم بیشتر کتاب بخونم در رابطه صبورم دنبال کسی م که پایه دیوونه بازی ها باشه و کسی باشه که تعهد تو رابطه براش مهمه یعنی دنبال رابطه موقتی و لانگ دیستنس  نیستم بیشتر اهل گفت وگو هستم تا دعوا و جر و بحث .,1,"3/22/2022, 9:43:54 AM"
nail.by.viola,"سلام بنفشه هستم ۳۱ساله از رشت، بسیار پر انرژی و مشتاق به شناخت ادم‌ها.
شغلم از پروفایلم پیداست، لیسانس مدیریت دارم زبان هم میخونم چون به یادگیری چیزای جدید علاقه دارم، نیمه درونگرا نیمه برونگرام دوستان زیادی دارم میشه گفت با همه تیپ آدمی جوش میخورم ولی صمیمی شدن برام زمانبره.
عاشق فیلم و سریال و طبیعت گردی‌ام و دنبال کسی که بتونم این علاقه‌مندی‌هارو باهاش تجربه کنم😍
سال نو همگیتونم مبارک💜",1,"3/22/2022, 9:43:35 AM"
sheeva_zr,من شیوا هستم از سنندج .‌ در حال یادگیری  برنامه نویسی هستم. علایقم: طبیعت گردی، کافه گردی، فیلم دیدن ،پیاده روی.دنبال رابطه بلندمدت هستم و دوس دارم باقی زندگیم دوتایی ماجراجویی کنیم و لذت ببریم,4,"3/22/2022, 9:43:31 AM"
m0na_6813,سلام منا هستم ۳۲ سالمه اراک زندگی میکنم ارشد حسابداری، کارمندم، دوست دارم با کسی آشنا بشم که اهل سفر و شادی باشه منو همین طور که هستم بشناسه و قبول داشته باشه من معتقدم آدما رو نمیشه تغییر داد اگر کسی رو میخوایم که توی زندگیمون باشه همین طور که هست باید قبولش کنیم البته که میشه بهتر شد اما اینکه بخوایم کسی رو تغییر بدیم اصلا نمیشه و درست نیست. اهل فیلم و سینما ام ، موسیقی رو دوست دارم، کتاب خوندن هم از علایق منه,5,"3/22/2022, 9:43:19 AM"
a.kr650,👏,0,"3/22/2022, 9:43:10 AM"
sahar.noiv,سلام من هم عکسم فیکه هم اسمم به دلایلی😁 من به دنبال رفیق و هم مسیر هستم در کنار هم و معتقدم اول باید رفیق بشی همو بشناسی بعدش بسنجی ک آیا به درد هم می خوریم یا نه لزوما دنبال دیت نیستم و معاشرت با آدم ها حالمو خوب میکنه عاشق زبان های مختلف و سعی دارم یاد بگیرم رو خودم تمرکز کردم خودمو  علایقمو بهتر بشناسم اهل کتاب و روانشناسیم بشدت و ورزش و با خیلی چیزا میتونم خوشحال باشم آشپزی طبیعت گردی و کتاب و... به فکر ادمه تحصیل و مهاجرت و مستقل شدن هستم و الویتمه . برام ملاکه ک هم رفیقم اهل مطالعه و فیلم و بحث کردن های مختلف باشه,6,"3/22/2022, 9:43:10 AM"
afsaneh_talebi73,@impala.can ناامید نباش  یه وقت دیدی کیس شما اصلا مشهدیه😃,1,"3/22/2022, 9:43:02 AM"
sameeranow,@rezaee_bahar_25 ❤❤❤❤,1,"3/22/2022, 9:42:51 AM"
ashpazi_backup,سلام، من ۳۴ سالمه، ساکن شیرازم، معمار هستم و به آشپزی علاقمندم، پلن مهاجرت دارم، دختر سرزنده و شوخی هستم، به مسائل روز و زیست محیطی علاقمندم، فیلم دیدن و کتاب خوندن و نقاشی و پادکست گوش کردن رو دوست دارم، آدم واقع بینی هستم و گاهی جمع و شلوغی و گاهی هم خلوت رو ترجیح میدم، کاملا بستگی به اون جمع داره، به حیوانات خانگی هم علاقه دارم، علاقمند به یه رابطه متعهدانه با آقای مستقل به لحاظ شخصیتی و مالی هستم، پلن مهاجرت داشته باشن، و زندگی هدفمندی داشته باشن،  ضمنا این اکانت اصلی من نیست، چون مطمئن نبودم که برا اکانت اصلیم ایجاد مزاحمت نمیشه...,9,"3/22/2022, 9:42:45 AM"
mehdi_trombone,درود..🌺 مهدی هستم، چهل سالمه، تحصیلات هنر دارم، اهل گرگان هستم و گرگان زندگی می‌کنم، کار دولتی دارم که مرتبط با تحصیلم هست ، تابحال ازدواج نکردم.. ترجیح میدم با شخصی آشنا شم که شاغل، و اهل استان گلستان باشه. در پایان تشکر ویژه از خانوم اعلایی عزیز 🌾🌾🌾,6,"3/22/2022, 9:42:18 AM"
a_t_ef,👀,3,"3/22/2022, 9:46:07 AM"
minan27,من سی و‌سه سالمه ، پنج ساله ازدواج کردم و همسرم را بسی دوست میدارم، خواستم بگم اینکه بتونید خودتون رو معرفی کنید و خواسته هاتون رو از طرف مقابل در چند جمله بگید باعث میشه خودتون رو بهتر بشناسید پس حتما بهش فکر کنید حتی اگر روتون نشه اینجا کامنت بذارین اما حتما برای خودتون بنویسید، تو رابطه بودن و نگهداری از رابطه خیلی سخته، خوبی و بدی در کنار هم داره. به ما تو ایران این چیزارو یاد ندادن و چقدر خوبه که میبینم نسل ما داره راه برای بعدی ها هموارتر میکنه و تغییر ایجاد میکنه، این تغییرات کوچک کم کم به تغییرات بزرگ منجر میشه، من خیلی امیدوارم. تو حرفهاتون خودتون باشید و صداقت داشته باشید اینجوری زودتر یکی تو انرژی خودتون پیدا میکنید، براتون سالی پر از لحظه های قشنگ آرزو دارم ❤️,5,"3/22/2022, 9:45:27 AM"
zax1791,سلام اول باید تشکر کنم از شما یلدا خانوم بابت پست دیت یابیتون,2,"3/22/2022, 9:45:22 AM"
hajilou.maryam,@delara_aghdam 😬😬😬,1,"3/22/2022, 9:45:21 AM"
azadeh.asqari,@gillani_neda_1987 💝,1,"3/22/2022, 9:45:15 AM"
zahra.rad.165,کسانی بودن که رابطه شون با همین پست های شما شروع شده باشه؟؟؟ چقدر برام جالبه که درباره شون بدونم😍,3,"3/22/2022, 9:44:51 AM"
new_account_1372,سلام 🍃 من ٢٨ سالمه از تهران ، ارشد بازرگاني از دانشگاه تهران ، كارم مرتبط هست ، به صورت روتين ورزش ميكنم، برونگرا و پرانرژي هستم به روانشناسي و كتابهاش علاقه دارم ، اهل كافه و گردش ام ، طبيعت رو دوست دارم و سفر زياد رفتم ، از يادگيري خوشم مياد و دنبال پسري هستم كه ورزشكار و قدبلند باشه ، تحصيلات و شغل خوبي داشته باشه و حرف مشترك داشته باشيم 😊🥰,3,"3/22/2022, 9:48:43 AM"
iamelhamsalar,سلام ممنون از ایده جالبتون. به نظر من جدا از یافتن یار، حتی دوستان همجنس که علایق مشترک هم دارن میشه اینجا پیدا کرد حداقل برای ماهایی که تو شهر غریب زندگی میکنیم. من الهامم ۳۳ سالمه شمالی ام ولی تهران زندگی میکنم. تو یه شرکت مهندسی، سرپرست توسعه بازارهای بین المللی ام. DBA هم میخونم. اهل کتاب و طبیعت گردی ام. موسیقی سنتی و بومی دوست دارم. آدمهایی که اهل حل مساله وموندن هستن و حال دل بقیه و خودشون خوب میکنن، دوست دارم.,25,"3/22/2022, 9:48:38 AM"
zax1791,من محمد هستم ۳۲ساله از شهر کرمانشاه چند سالی روسیه و گرجستان زندگی کردم مهندس تاسیسات برودتی هستم و یه مدرک گفتار درمانیم دارم  گرجستان و روسیه هم شرکت تاسیساتی داشتم اما بخاطر تک پسر بودنم مجبور شدم به ایران و کرمانشاه برگردم .مدتهاست ورزش میکنم اهل فهم و مطالعه هستم و مثل اغلب همشهریام خلق و خوی مردانمو حفظ کردم اگه کسی بود که شرایطون باهم اوکی بود ممنون میشم دایرکت مراجعه کنه,9,"3/22/2022, 9:48:36 AM"
raz.alghasi,پس من یه موز برمیدارم🚶‍♀️,2,"3/22/2022, 9:48:34 AM"
sadaffmoo,سلام، من۲۰ فروردین ۳۳  سالم میشه ، ساکن اصفهانم ، دانشجوی دکتری کامپیوتر هستم و به قنادی و طعم و رنگ ها علاقمندم، امسال پلن مهاجرت دارم، دختر سرزنده و فعالی هستم، به موسیقی و هنر و مدیتیشن علاقمندم، فیلم دیدن و کتاب خوندن و نقاشی و پادکست گوش کردن رو دوست دارم، آدم واقع بینی هستم و گاهی جمع و شلوغی و گاهی هم خلوت رو ترجیح میدم، کاملا بستگی به اون جمع داره، علاقمند به یه رابطه متعهدانه با آقای مستقل به لحاظ شخصیتی و مالی هستم، پلن مهاجرت داشته باشن که خیلی خوب هست ، و زندگی هدفمندی داشته باشن،  کار میکنم و یک کارگاه کوچیک قنادی و عکاسی دارم ضمنا این اکانت اصلی من نیست، چون مطمئن نبودم که برا اکانت اصلیم ایجاد مزاحمت نمیشه...,4,"3/22/2022, 9:48:28 AM"
fatemehnegahdar,@asma_moradi بهترین دوستم رو اینجا تگ میکنم چون دختر بسیار فهمیده مهربان و خانمی هست دکترای فیزیک میخونه و اهل مطالعه و تفکر هست.... در عین حال آدمی هست که پایه دور دور هم هست... اسما جاااان خودت بیا بگو,1,"3/22/2022, 9:48:23 AM"
nastaranhp54,آفرین به یلدا خانم,0,"3/22/2022, 9:48:20 AM"
maryam12345091,@maryam._.moezz زیرپوستی فعالن😂,2,"3/22/2022, 9:47:43 AM"
smyrna.88,@mn_mohamad 😂😂😂,0,"3/22/2022, 9:47:24 AM"
shakibaaghajanpour,این پست و‌ من که عاشق کامنتاشم😍😎,0,"3/22/2022, 9:47:12 AM"
_.herdaughter._,@saba2507 نه منظورم ار آشنایی داشتن بک گراند خارج از شروع رابطه بود، مثلا با طرف اول توی اکیپ آشنا شدی و چندماهه پیش از شروع دوستی میشناسیش..چقدر عاالی خوشبخت باشید ❤️,0,"3/22/2022, 9:46:10 AM"
mah_saady,@ha_ni_kh 😂😂😂👏,1,"3/22/2022, 9:46:07 AM"
glnzpar,من فكر ميكنم پسرا خيلي شهامتشون بيشتره واسه معرفي,0,"3/22/2022, 9:51:24 AM"
maryam12345091,مریمم ازمازندران  پیراپزشکی خوندم ۳۷ساله شاغل بودم عاششقه طبیعت 🙌😍🙌,1,"3/22/2022, 9:51:20 AM"
cookinwithbahar,من بعنوان یه متاهل نشستم معیارهای جوانه‌ای امروزی رو میخونم و لذت میبرم 😍😍😍,5,"3/22/2022, 9:50:51 AM"
leila.hassanlou,من لیلام. تازه سی ساله شدم و دانشجوی سال سوم دکترای مهندسی پزشکی‌م. ساکن تبریزم. در کنار کار ریسرچ مشغول آماده کردن خودم برای آزمون آیلتسم تا برای مهاجرت اقدام کنم. خودمو نِرد میدونم و یه جورایی شبیه ایمی توی بیگ بنگ تئوری‌م 😁 درونگرا هستم تقریبا، اما خب با آدم مناسب در برون‌گرا ترین حالت ممکن قرار میگیرم. فوق‌العاده شوخ طبعم و برام خیلی مهمه که بتونم با طرف مقابلم شوخی کنم و بخندم 😁 خلاصه بگم که دنبال کسی‌م که توی مسیر مهاجرت و اپلای همراهم باشه و بتونیم توی این مسیر به همدیگه کمک کنیم و در کنارش هم بخندیم 😁,15,"3/22/2022, 9:50:32 AM"
saba2507,@_.herdaughter._ خب داخل رابطه مجازی هم خیلی فرصت هست که هم رو در واقعیت ببینین و بیشتر بشناسین... خانواده و دوستای هم رو ببینین و در نهایت تصمیم بگیرین ادامه بدین یا نه....,1,"3/22/2022, 9:50:28 AM"
sanaeemhmd_jim,@shimayh بزن. اخرین ضربرو محکم تر بزن😒,1,"3/22/2022, 9:50:01 AM"
simsim.bbz,چقدر کامنت بعضی ها رو میبینم کیف میکنم از اعتماد بنفسشون 👏👏👏کامنت میخونم و یاد میگیرم👏,18,"3/22/2022, 9:50:00 AM"
noon.why68,"@mobinmhb اول اینو بگم که در طی چندین سالی که دارم از اینستاگرام استفاده میکنم این اولین آیدی فِیک هست که ساختم، اینجا فامیل و آشنا زیاد هست و حقیقتا دوست ندارم شناخته بشم.
واقعیتش اصلی ترین دلیلی که این آیدی رو ساختم و این کامنت رو میذارم این هست که یه معیار نه چندان منطقی دارم که خودم میدونم اصلا معیار درستی برای انتخاب پارتنر و ازدواج نیست، سعی کردم ریشه هاش رو پیدا کنم، سعی کردم نادیده بگیرمش و به موقعیت هایی که برام پیش میاد تن بدم، آگاهانه بهش فکر کردم و درباره ش مشورت گرفتم اما در نهایت وجود داره و میتونه همچنان  من رو تحت تاثیر قرار بده، پس تصمیم گرفتم برم سمتش و حداقل شانسم رو امتحان کنم، به خاطر همین این پست رو به چشم یه فرصت دیدم. شاید به نظرتون خیلی بچگانه بیاد ولی مسئله اینه که من بسیار علاقمند به این هستم که پارتنرم پزشک باشه، شاید علتش این هست که خودم در رسیدن به پزشکی ناموفق بودم، نمیدونم
 متوجه عُرف جامعه در این زمینه هستم، نگاه ها، چیزایی که از بچگی تو گوش مون خوندن،از سختی ها، مشکلات، چالش های زندگی یک پزشک تا حدودی آگاه هستم، میدونم که پزشکان در نود و چند درصد موارد برای رابطه یا ازدواج هم صنف های خودشون رو انتخاب میکنن، ولی از طرفی به خودم میگم چرا حداقل شانست رو امتحان نمیکنی، حالا اگه بخوام از خودم  بگم، دختر هستم،سی و دو سالمه، ارشد یک رشته مهندسی رو دارم، کار خودمو دارم که غیرمرتبط به رشته تحصیلیم هست. همیشه کتاب خوندم، دست به قلم هستم.
عاشق طبیعت و سفرم، انعطاف پذیرم اما ارزش ها و چارچوب های خودمو دارم، 
اهل تلاش و ساختن هستم، سعی میکنم درک درستی از انسانها و موقعیتشون داشته باشم. خوزستانم و رابطه لانگ دیستنس نباشه بهتره، اما خب با لانگ دیستنس هم میسازم اگه بقیه ی موارد اوکی باشه، اولین فیلتری که یک نفر باید ازش عبور کنه تا بتونه بهم نزدیک بشه، شخصیت و  سلامت روانیش در حد نرمال هست.
کلا که فالورهای آقا توی صفحه ی یلدا جان کم هست، آقایون پزشک رو دیگه نمیدونم واقعا""، از دوستان خواهش میکنم پزشکان مجردی رو که فکر میکنن تمایل برقراری  رابطه دارن به این سمت هدایت کنن 😅🙊ببینیم میتونیم با هم بسازیم. مرسی",2,"3/22/2022, 9:49:28 AM"
zahraqkh._,زهرا هستم/۲۲ ساله/فارغ التحصیل حقوق/در حال حاضر معلم زبان انگلیسی کودکان/ساکن تهران/علاقه مند به ادبیات،سینما،تئاتر و به طور کلی هنر/اکثر اوقات ترجیح میدم در سکوت و خلوت باشم/هدف اصلیم از اینکه دارم اینجا کامنت میزارم دیت یابی نیست بلکه بیشتر مشتاقم از بین دوستانی که یلدارو فالو دارن و خب حدس میزنم علایق یا جهان بینی مشترکی داشته باشیم با یک دوست و همراهِ خوب آشنا بشم و در ادامه اگر علاقه ای ایجاد شد که خب چه بهتر...,1,"3/22/2022, 9:49:20 AM"
noon.why68,@mobinmhb خوشم اومد واقعا فقط دوریم و از چیزی که من میخوام، پزشکی شو داری ولی مهندسی، یعنی تناقض همه جوره درت ریشه کرده 😅، من باب شوخی گفتم البته به دل نگیری,1,"3/22/2022, 9:49:17 AM"
sh_madah777,@noon.why68 من کلا دوتا ارتباط تا حالا تو زندگیم داشتم هر دو هم پزشک و دندانپزشک بودن بنظرم بیخیالشون شو اکثرا دنبال تعهد و مسئولیت پذیری نیستن ممکنه اذیت بشی اگر که دنبال رابطه محکم و جدی هستی,3,"3/22/2022, 9:49:10 AM"
lleilaaaam,"اول سلام و سال نو همگی مبارک, من سری های قبل فقط دو تا قلب گذاشتم و دوست های خوبی پیدا کردم البته همه فقط در همین حد آشنای معمولی، اما اینجا فقط دخترها خودشون رو کامل معرفی میکنند و هدفشون رو میگن ای کاش پسرها خودشون رو معرفی میکردن و هدفشون رو از اول واضح میگفتن",1,"3/22/2022, 9:48:57 AM"
bahar__m20,@saeedeh_aps به نکته ی خیلی مهمی اشاره کردید👌🏻👌🏻,0,"3/22/2022, 9:53:30 AM"
itsyegane_,10 ساال، یا خدا😮,0,"3/22/2022, 9:52:17 AM"
ronak.zt,@amir_solhjoo به به پرچم فیزیوتراپیستا بالاست🙌 انشالا که اون فرد دلخواه رو پیدا کنید,1,"3/22/2022, 9:51:36 AM"
psy_yalda_bahmani,آرزو میکنم اهالی این پست یه دیت دسته جمعی تو یه روز عالی بذارن😍😍😍 من چقدر احساس عشق گرفتم از این اهالی ❤️❤️❤️❤️,1,"3/22/2022, 9:56:43 AM"
zahra.rad.165,😮,1,"3/22/2022, 9:56:32 AM"
saba2507,@_.herdaughter._ راستی ممنون 😍,1,"3/22/2022, 9:56:16 AM"
sadaf_healthy,@farzanehmotevallian جالب بود ولي گروه اكتيوي نشد,1,"3/22/2022, 9:56:12 AM"
atefehfarhangmehr,@raziye_heydari 😂😂😂😂,0,"3/22/2022, 9:56:08 AM"
farzanehmotevallian,بهار بازم بیا عشقو بیارش😍 بده هر یاریو دست نگارش😂,18,"3/22/2022, 9:55:27 AM"
somi.dehghan,یعنی من نیم ساعته دارم کامنت میخونم !! مرررسی یلدا,6,"3/22/2022, 9:55:21 AM"
siavashghasemi_,@emrankarimizade رو خودشم میتونید حساب کنید، تضمینی😂,7,"3/22/2022, 9:54:40 AM"
