username;text
parisa_mahdigholi;@somaye_gholipor88 چه شهری هستن؟
neda.erfaniannn;مشششهد دکتر زهرا فارغ و دکتر فروغ راستین از دقیق ترینها هستند
negar.zarei;@zahrasattarkhan دکتر شهلا شهریور که خوب بود بنظرم
bahar_mlm;چون خودم میخوام از این پست یه دکتر خوب و با وجدان انتخاب کنم، مرسی ازت مهربون 😍👌🌹🙏
zazimmm;تهران دکتر آمنه لاهوتی
zazimmm;تهران دکتر سودابه متین
hodafit;@shima_nassir آدم‌ها تجربه متفاوت دارند. لطفا تجربه خودتون رو بنویسید اما اگه کسی از پزشکی تجربه مثبت داره الزاما تبلیغ نیست اینم یک تجربه فردی معتبره.
parichehr_fallah;شما که گفته بودید ایمیل بزنید بهم و یادمه میخواستید یه لیست گردآوری کنید. ولی با این حال اینجا هم میگم. دکتر منیره اخلاق‌نجات، تهران
sepi.taha;اگه دکتر معروف و خوب شهر خودمون رو بخوایم انتخاب کنیم قطعا مورد دو رو رعایت نمیکنه شاید چهره همو نبینیم ولی همزمان یکی رو تخت معاینه اس یکی تخت سونو و یکی هم در حال ویزیت
zei67694;@powerboy_2021 والا من خودم پیجی ندارم از ایشون ،نمیدونم حالا خودشون دارن یانه!ن
pegah.sofalgar;هدی ممنون بخاطر پست عالی❤️
r_rafiee_89;@hanie.hasani ببخشید شما موردی دیدید که برا دختر باکره پپ اسمیر انجام بدن؟
katayoun_adib;خانم دکتر کاتب اصلا حریم بیمار را رعایت نمیکنند من ده سال پیش، وارد اتاقشون شدم دو نفر دیگه غیر از من در اتاق ویزیت بودند
zazar_he;دکتر فرزانه امینی.کاشان.عالی حرفه ای صبور و خوش اخلاق
violet_apa;سلام هداي عزيزم ،ممنونم ازت به خاطر اين كارتون.خانم دكترماندانا سعادت شيرازبسيارمتعهد هستند وبسيارعلم بالايي دارند ،ايشون وقتي نظري رو ميدن ميگن كه اخرين به روز رساني اين نظرم براساس اخرين توصيه ي انجمن پزشكان امريكاست😊بسياردلسوزومتعهدهستند.ولي به علت تعدادبيمارانشون دونفرباهم واردمطب ميشن.
powerboy_2021;@zei67694 🙏🏻
so.heila3273;دکتر زهرا سادات فاطمی قزوین راحت میتونی وقت بگیری، چند نفر توی اتاق نمیشن، به حرفت گوش میکنه و معاینه میکنه و به من تا الان پیشنهاد عمل زیبایی نکرده ولی توی بارداری به من منع ورزش داد بقیه رو نمیدونم( البته من ویار شدید داشتم و نمی تونستم ورزش کنم) برای زایمان طبیعی یا سزارین استرس نمیده و میزاره بارداری جلو بره و با توجه به شرایط روزهای آخر تصمیم بگیره. در کل به نظرم خوب هستن و من راضیم
azadehtarofi;دکتر صبا زرگرزاده در تهران
mahsaa__karamii;@atefe_ady میشه لطفا پیج ایشون را تگ کنید که پیداشون کنیم
mahsa.doorandish;مشهد خانم دکتر مرضیه مهاجری همه آیتمهای گفته شده در پست را دارند
m.a____eh;👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏😍
mahshid_mo20;@dr.elham_moradi بهترین هستند در شیراز🌷
faezehkabir_n;@faezeh_rhmiii من مراجعشون نبودم اما تعریفشونو شنیدم
saeideh.khaledi;هدی جان از بیرجند رو کسی معرفی نکرده؟
marmar.r65;@happy_kazhal 👌
saberii_s;یه اینفلوئنسر دلسوز به معنای واقعی..❤️🙏
faezefatehphotography;بله من هم موافقم ، اما پیدا کردن دکتری با همون شرایط بالا بین این همه کاسب و دلال سخته
pariiravani13;دکتر مینو موحدی پزشک من بودن توی بارداری فقط مشکلی که بود دو نفر دونفر میرفتیم پیششون ولی خوب تخت های معاینه با پرده از هم تفکیک بود
shima_nassir;@eng_samavat بچه من آب شده بود وزنشو دست داده بود چون تو چهل ویک هفته سزارین شدم با فشار بالا چون خانم دکتر اعتقاد به زایمان طبیعی دارند
atefeh_sh12;@drnasimsanjari
ahmadshahi655;دکتر افراسیاب عالین
dr_khaje_hasani;@dr.shamsedini.m @shivashafa5301
fatima_____noori;دکتر سکینه موید محسنی تهران .یوسف اباد دو تا زایمان داشتم پیششون راضی بودم اصلا جای بخیه مشخص نیست
roz.lifestyle;@mi.moo63 بعضی معروفهاشن انقدر به درد نخورم الان یادم نیست اسمش به اقوام دورمون به خاطر اینکع چاق بوده باردار شده عر دفعه میرفتع میگفته خرس قطبی اینم بغد سه ماه دکترشو عوض کرد
hodafit;@art.baran1 ایشون رو هم چند نفر معرفی کردند و راضی بودند ❤️
shadi98_asl;@mi.moo63 من پیش دکتر نقشینه زایمان کردم. خیلی با احترام و صمیمی با بیمار برخورد میکنن و انرژی مثبت میدن به زنان باردار و نابارور
redapple1996.m;میشه تو کرمان هم معرفی کنید
roz.lifestyle;@omidifarzaneh زایمانتون با ایسون بود؟
shahin_pourborzu;لطفا گیلان هم معرفی کنین
hodafit;@saberii_s ❤️
abdollahi.un2020;دکتر مریم تیموری مشهد .فوق العاده باسواد مخصوصا تو بارداری های پر خطر
nasrinnn.s;همه پزشکایی که میشناسم رو باید تگ کنم
chida.ahmadi95;دکتر مریم کسرائیان ..شیراز
ms.mohammadkhani;دکتر سمیه یگانه در تهران البته ایشون در مورد تست پپ اسمیر روی بکارت حساسیت نشون میدن چون میگن به لحاظ قانونی ممکنه تبعات داشته باشه
shadi98_asl;@shafiei_zeinab عزیزم دکتر ویدا رضوی که واسه هر بیمار اتاق جداگانه داره و دکتر نقشینه هم چند نفر را داخل اتاقش نمی فرسته
aarezoo91;چه ایده خوبی😍 ولی کاش میشد اسم شهرها رو کامنت کرد، بعد دوستان زیر اسم هر شهری دکترشونو پیشنهاد بدن، اینجوری پیدا کردن خیلی سخته.
nikta900;خانم دکتر محبوبه قدیمی
hodafit;@fahim_anisa توی یزد دکتر فاطمه زارع ‌و دکتر عطیه جواهری هم چند نفر توصیه کردند.
mahsaa__karamii;لطفا پیج ایشون را تگ کنید
ordinary.mother;دکتر مهرنوش بیک اهواز ، یکی از بهترین ها و شریف ترین انسان هایی هستن که من دیدم و به نظرم این ویژگی رو دارن
atefeh_kashani_nejad;دکتر مریم باوریان تهران 😍😍 از نظر اخلاق بی نظیر هستن ، همراهی تمام و کمال با مادر .
delavary_maryam;تهران دکتر پریسا مقتدایی شهرک غرب
mahdie.khushegir;دکتر ناهید روغنی زاد تهران بیمارستان خاتم و لاله همه ویژگی ها دارن
fatima_____noori;ولی من خودم حس شرم از بدن رو همیشه داشتم باهر معاینه ای و کنار هر دکتری ک از اول رفتم
shirin_6316;@katayoun_adib کاملا با نظر شما موافقم و اینکه روشهای درمان را روی بیمارانشون آزمون و خطا میکنن و اخلاق خوشی ندارن و برای بیمار زیاد وقت نمیگذارن ولی باسواد هستن
so.ha.503;دكتر معصومه يونسي در تهران پزشك من بودن و با اضافه وزن و سن بالا در بارداري خيلي خوب برخورد كردن و معاينه زياد و ويزيت زياد و بي جا هم نداشتم فقط درباره ورزش در بارداري نظرشون رو نميدونم ، سزارين هم بخاطر شرايط ديابت بارداري در هفته ٣٨ انجام شد و بسيار جاي بخيه عالي و خوب بود
zendeggieh_man;دکتر مهرنوش مطیعی ،اصفهان ،لطفا برید پیجشونو ببینید ،که چقدر مسولانه دارن آگاهی رسانی میکنند ،بینظرند
hodafit;@mina205 تعریف ایشون رو هم چند نفر دیگه هم کردند 😍
delshadroshanak;@monire_nazemi اره چون حس بدیه ادم از مشکلش حرف بزنه وقتی یکی دیکه داره میشنوه. هیچ حریم خصوصی وجود نداره
haghighatniloofar;دکتر فریبا رضایی-تهران -هتل بیمارستان گاندی
pariiravani13;@pariiravani13 اصفهان هستن
nava.s.sh;یاد انتخاب واحد دانشگاه افتادم، یکی میاد میگه فلان استاد خیلی خوبه، اون یکی میگه کجاش خوبه فلان فلان شده با من فلان کرد😂🤦‍♀️ نمیدونم چرا هیچوقت نمیشه همه با یه نفر تجربه خوبی داشته باشن
farzaneardalan;@dr.lahooti دکتر لاهوتی-تهران
faatiimaa_b;دکتر اکرم جنابی - مشهد
faranak0p;انم دکتر افسر شرفی
farinrezaee;دکتر افسانه خضرایی در تهران. بسیار دکتر ریلکس و بدون استرسی هستن .
hodafit;@taraneh68.r @dr.doustfatemeh
baharan_neda;@zeynab.mohammadali89 دکتر جامعی حداقل سه تا بیمار باهم ویزیت میکنند. این تجربه من هست از رفتن به مطب ایشون و سوالاتی که میپرسند باید در حضور دو بیمار دیگه جواب بدید
shabnam.hb;@dr.fatemehajibagheri
meinsinhouse;بچه لطفا اکر دکتر خانم محدوده ونک می شناسید با این شرایط بگین
noushin232;@dr.fatemehajibagheri شيراز
samingholamifar7;دکتر مهین شیخ احمدی تهران
shabnam.hb;شیراز ،دکتر فاطمه حاجی باقری
roz.lifestyle;@omidifarzaneh کدوم بیمارستان زایمان داشتین
acesalim4875;دکتر زهرا فرزین نیا اراک
azadeh_nouraee;@mehrnooshmotiei_mehremadar ایشون پزشک نیستن ولی من پیششون رفتم و خیلی نتیجه دیدم
shima_nassir;موافقم درست می فرمایید
reyhane.rajaee;@@draidaparvizi همه‌ی ویژگی‌ها رو دارن❤️
afsar.ayat;@dr.banafshemohsenirajaei دکتر بنفشه محسنی رجایی تهران. جنت آباد شمالی
haghighatniloofar;دکتر فریبا رضایی تهران هتل بیمارستان گاندي
sparkle6500;اگه میشه توی شیراز هم معرفی کنید؟ ممنون
shima_nassir;@gazanameh خدا رو شکر
moniree3098;دکتر فیروز غفاری عزیزم
yalda.1364.gh;@dr_mojgan.shahabeddini
better_life_zahra;@azadetbr منم ندیدم
lnaz.hde;دکتر نیوشا حقیقی بی نهایت انسان مهربان دلسوز اصلا اهل زیرمیزی گرفتن و شرم دادن و ... نیست هیچ وقت یادم نمیره تو اتاق زایمان کنارم دستم رو نوازش میکرد تا یکم اروم شم
t.emamirad;دکتر زیبا دهقانی توی یزد خیلی خوب هستند. شریف و مودب با تشخیص درست. من چند سالی پیششون میرفتم
fatemeh_eqbal;خانم دکتر سلطان پور یزد من تنها همین دکتر را میشناسم که حریم شخصی را در یزد رعایت میکنند قبل از معاینه مخصوصا اولین بار میگن که میدونم حس بدی داره معاینه کردن اما به فلان دلیل باید این کار بکنم و هنگام معاینه معذرت خواهی میکنند و میگن نفس عمیق بکش تا درد یا حس بدت کمتر بشه . در تمام دوران بارداری تشویق میکنند به انجام کارهای روزانه و به خاطر قانون مزخرف زایمان طبیعی جون مادر و فرزند به خطر نمیاندازند
roz.lifestyle;@zahra.kh_60 شنیدم ساعت ۱۲ظهر بری مطبش ۱۲شب میای بیرون از بس شلوغ و درعم برهم
_m.serendipity_;دكتر ميترا رحمانى در محدوده ميدون فاطمى.
mhsmpr;تهران خانم دکتر مریم انصاف گو. مطبشون خ فتحی شقاقی
roziii.s.l.h;خانم دکتر ساره دوست فاطمه. طبق یک بار مراجعه حضوری و لایوی که با شما داشتن ایشون رو معرفی میکنم که البته معرف حضور هستند🌸🌸🌸 @dr.doustfatemeh 🌹🌹🌹
fahimehkhaki;دکتر مژگان قرایی ، تهران @doctor.begoo
mmahsa90;دکتر عصمت احتشام نیا،اراک،بسیار دقیق کاربلد و دلسوز
sepidshin;@sab.ka.2021 ایشون از روز اول ورزش رو ممنوع میکنند، ۴ تا مریض با هم داخل می بینن و همه مکالمات رو همه میشوند، درصد بالایی از مادران رو سرکلاژ می کنند، ساعت ۱۲ شب مادر باردار ۷-۸-۹ ماهه ویزیت میکنند.
s_h_i_m_a63;لطفا شیراز هم اگر کسی رو میشناسید معرفی کنید 😍
homa.panah;استان هرمزگان فکر نمی‌کنم دکتری با این مشخصات باشه ؛
niushaa_sbrr;@farnazzaeem اگه منظورتون دکتر پریوش تاج الدینی است که این دکتر فقط شرم بدن میده و مثه لولو سرخرمن میمونه نه ی دکتر با سواد و مزخرفترین دکتر زنانی که من دیدم و انقدر ادمایی ناراضی دیدم از ایشون
raha.d135;دکتر مژگان کامکار، جراح و متخصص زنان و زایمان و نازایی( تهران) ، همه موارد را دارن جز یک مورد که اصلا پیش نیامدصحبتی درباره اش شود و نمی دانم ☘️🌹
meinsinhouse;@neda.az.64 اینجوری که محدوده رو می گین خیلی خوبه دخترا👏مرسی
maryamdarbeh;دکتر مهشید محسنیان بندرعباس 😍
art.baran1;هدی جون ایشون پیج شما رو به من و احتمالا خیلیا معرفی کردن و از این بابت همیشه ازشون سپاسگزارم
maryam.jahaangiirii;دکتر فهیمه کاظمیان تو تهران،تمام شرایط بالارو دارند و بسیار با حوصله هستند و تو شرایط بحرانی که برای خود من پیش اومده بود خیلی باعث آرامش شدند
faezeh6222;خانم دکتر شهربانو سعیدی تهران بی نهایت خوش اخلاق بی نهایت مهربان بی نهایت مودب و رعایت .کننده حقوق بیمار .در عین حال مراقب محیط زیست.کاغذ کمتری مصرف میکنند.مطبشون تهرانسر هستش.
sab.ka.2021;@sfmir یس
s_h_i_m_a63;@n_sahra70 ایشون مطبشون کجاست
yeganehh_azad;دکتر عطیه جواهری دکتر خوبی هستند. مثلا همراه بیمار رو راه نمیدن. من یبار دیدم یه خانمی همراه مادرشوهرش به دکتر اومده بود مادرشوهر میخواست با خانم وارد اتاق دکتر بشه اما منشی اجازه نداد وگفت باید مراجع به تنهایی وارد اتاق بشه و حریم خصوصی اش رعایت بشه. تمام ویژگی های داخل عکس رو دارند اما درابتدا از من سوال پرسیدن ازدواج کردم یا نه، نپرسیدن رابطه جنسی داشتم یا نه
tarakarimi19;@solmaz.nezamivand دکتر من ساکن رشت  هستند باسوادترین پزشکی هستند که دیدم خدا شما رو برای ما حفظ کنه سولماز نظامیوند
arezoo_mehravar;@zz.ee.sh87 یکی از دوستان گفتن اول هفت تیر
maryam_mzdh;خانم دکتر عزت کیانی مازندران بهشهر
ts_somayye;هدی جان یک بار در مورد معرفی روانشناس خوب پست بزار 👌
nushin_samet;هدا جان ممنون، دکتر ندا هاشمی تهران بیمارستان رسول اکرم @dr.neda_hashemi بااخلاق با حوصله حرفه ای مسلط هر شش شرایط بالارو دارند تجربه من پیش خانم دکتر عمل جراحی فیبروم با بیهوشی کامل بود که از طریق پروژه بارداری و ورزش شما و دوستان با ایشون آشنا شدم ازشون ممنونم❤️
sarahnemati4;هدا جان دکتر میترا نعمتی،فلوشیپ نازایی،البته ایشون هنوز مطب ندارن و دستیار هستند در بیمارستان طالقانی،خانم دکتر تمام این شرایط رو در بهترین شکل دارند،ایشون در دوره ی طرح تخصص در شهرستان مرزی و محروم قصرشیرین بودند و من از روی برخوردشون با بیماران و یک تنه در کنار بیماران بودن چه اونجا و چه دوره ی رزیدنتی و قبل تر می گم❤️
n_sahra70;@s_h_i_m_a63 شیراز سی متری سینما سعدی بعداز داروخانه بابک
fatemeh_eqbal;@yalda.yaz توی یزد دکتری که معروف نباشه تمام این موارد را رعایت میکنه اما دکترهای معروف از سرشلوغی یا غرور کم کم آپشن های مثبتشون از دست میدهند
s_h_i_m_a63;@n_sahra70 ممنون عزیزم😍
atii_hosseinii1;دکتر معصومه میر اسماعیلی ک مطبشون کلینیک پزشکان بیمارستان آتیه تهران هستش سه سال پرشک من بودن ولی دیگه ادامه ندادم اصلا نمیدونن حریم شخصی چی هستش تمام تلاشش هم اینکه معاینه داخلی کنن تا بحث جراحی زیبایی الت عنوان کنن هردفعه ب من با لفظهای بد میگفتن تاحالا رابطه داشتی میگفتم نه میگفت بکارت چی داری !!!!من یه دکتر خوب و محترم میخام برم واقعا موندم کجا برم😭😭😭😭
narzisse;@dr.arezou.fazelzadeh دکتر آرزو فاضل زاده😍
pegah.sotoudeh;دکتر سارا کلباسی اصفهان @dr.sarakalbasi 🌱🤍🤍🤍
z.rezaeii71;شیراز- دکتر اسلامیان پزشک من بودن، دلسوز متعهد ، خرج الکی نمیذارن رو دستت ، سونوها رو میفرستن بیرون (بارداری) متاسفانه خیلی از زنانی ها تو مطب سونو میکنن که بیمه پرداخت نمیکنه. احساس شرم به ادم نمیدن ، فک نکنم کسی رو به عمل های زیبایی تشویق کنن، اما خودشون دیگه عمل انجام نمیدن و معرفی میکنن به پزشکان دیگه، جراح من دکتر حاجی باقری بودن ما فقط روز عمل همدیگه رو دیدیم فوق العاده انسان شریفی هستن ، کاربلد حرفه ای و با اخلاق❤️
sh0hrehgh;دکتر فهیمه رمضانی (تهران)
eli_ferasati;من تا به الان توی آمل پزشکی وندیدم که به حریم خصوصیت احترام بزاره و تنها وارد اتاق بشی همیشه چن تا چن تا معاینه میکنن و همیشه هم عجله دارن و برات وقت کافی ندارن
abandokht.rashnozadeh;متاسفانه توی خیلی از شهرستانهای ایران پزشک زنان نداریم
_ma_ry01;دکتر ساره فقط خانم های باردار و میپذیزن اونم‌نه قبل از بارداری حتما باید باردار باشی و سونو گرافی هات و انجام بدی. توی اهواز تا دلتون بخواد موارد خلاف اونچه که توی متن شما هست دیدم متاسفانه
ghazallalooha;دکتر فاطمه لالوها-قزوین البته ایشون نیاز به معرفی ندارند و در سطح شهر مشهور به “پنجه طلا” هستند.
mahyarezakhah;دکتر شراره آذری آزاد-تهران. واقعا همراه و دلسوز و همدلن
z.ahmadi6295;@saaraa_sgh لطفا میگید ویژگی هاشونو، چند نفری ویزیت نمیکنن
banu_nejati.bidari;چقدر کارتون قشنگ بود هدا جون من پزشک زنانم عالیه فقط خیلی پولکی هستش و جزو پزشکای مطرح تهرانه فقط به شدت پولکی
a.t.p_fit;@khayatbashi.ir ❤️❤️
farnoosh.aza;پیج ندارن. مطبشون خیابان آمادگاهه
sevilonline1989;خانم دكتر فاطمه علي بابايي
bahar.kh1233;سپاس از همگی-کاش یه لیست خوب از هر شهر ارائه میشد-چون بعضی ها فقط اسم دکتر نوشتن-
sepideh_dep;تهران دکتر لیلا سعیدی ❤️❤️❤️❤️ عشقه
sevilonline1989;خانم دكتر منيره اخلاق نجات
shakiba.630;@dr_imanehahmadi
zahraphlo;دکتر فرناز شکری در اراک، من واقعا راضی بودم از ایشون
_leilarh_;تهران - بیمارستان مادران - دکتر نرجس صدیق پور ، فوق العاده هستن ایشون
sepideh_dep;@drleilasaeedi
farnaz1m;دکتر اذری آزاد سعادت اباد تهران ماهن❤️
fgh.amini;دکتر مهدیه کیا حسینی ، تنکابن (شهسوار) ایشون پزشک فوق العاده با اخلاق با وجدان و با سوادی هستند . همراهی و همدلی ایشون در کنار مهارتشون در طبابت کم نظیر هست .
shafiehfadavi;دکتر بهاره رهبری اصفهان❤
monamon.kitchen;@z_e_1389 اااا ببخشید فامیلشون جا افتاد رويا شكريه
fatemeh_eqbal;@fatemeh_eqbal یه آپشن مثبتی که دکتر سلطان پور دارند توجه زیاد بیمارهایی که از شهرستان میان و من دیدم که شماره تماسشون دراختیارشون قرار میدهند که در صورت ضرورت بشه باهاشون تماس گرفت
banu_nejati.bidari;دوستان هر اسمی که میبینید میتونین تو گوگل سرچ کنین و نظرات رو بخونین تحقیق کنین خیلی راحته من زدم اسم اکثریت تو گوگل هست
ssaaass__raa;هدا جان این سوالو باید فقط از خانومایی که مشکل واژینیسموس دارند و داشتند بپرسید من خودم این مشکل رو داشتم در اصفهان اما متاسفانه دکتر که با صبر و حوصله معاینم کنه نبود و تازه سرکوب میشدم با اینکه دوساله درمان شدم اما دکتر ها میگفتن مطمعن هستی درمان شده چون میخاستن وقت بیشتری نزارن 😢
meinsinhouse;دخترا دخترا لطفا تهران محدوده بگین، خیلی به تصمیم گیری کمک می کنه، دونه دونه میشه سرچ کرد ولی هم وقت گیره هم وقتی تشابه اسم باشه مشکله. مرسی از همه
maryzendehdel;@zei67694 ممنونم ازتون
bahar_h1990;@saaraa_sgh چه عجب تو اقفهانم ی نفر پیدا شد همه کامنترو خوندم
somayekhatibi;@shima.jahani.i اين خانم دكتر علاوه بر اينكه سه چهار نفر رو با هم مى بره توى مطب، حتى نگذاشت لباسامو درست براى معاينه در بيارم . با يك پاچه شلوار توى پام منو هول هول برد روى تخت معاينه. آخر سر هم با بوت و پالتو منو وزن كرد و شروع كرد از بديهاى چاقىجلوى همه كسايى كه توى اتاق معاينه بودن برام سخنرانى كنه 👎
maryamii.es1366;تهران ، دکتر رومینا روانبخش ، بهترینن ، علاوه بر همه موارد فوق کلی از نظر روحی و روانی همراه هستن ، فوق العاده هستن و بینظیر ، من که دستشون رو می بوسم @dr.ravanbakhsh
mosafer_k11;@zohrehsalman مطبشون کجاست
neda.veysii;@mahboob_mhmdi ممنون عزیزم 🌸
shadi_ent;خانم دکتر نسیم سنجری تهران @drnasimsanjari ،واقعا عالین،وضعیت مریض رو در نظر میگیرن،استرس نمیدن،واقعا هم عالین تو این تخصص.من فردای سزارین کاملا راحت راه میرفتم و اصلا مثل بقیه که خیلی اذیت میشن نبودم❤️
shadi_ftchi;دکتر ارزو سعیدی بجنورد ،من دوقلو باردار بودم و با توجه به اینکه کلا بلرداری دوقلو بارداری پر ریسکی هست ،برای انتخاب پزشک مناسب تقریبا به اکثرا پزشکای معروف مراجعه کردم و بلاخره خانوم دکتر سعیدی و انتخاب کردم .بسیار اروم و بدون استرس ،نوبت دهی به موقع ، اخلاق مدار ، جویای حال بیمارشون حتی بعد زایمان ، همیشه هم در دسترس هستن واقعا من بیبار راضی بودم و از ایشون ممنونم . @drarezousaeidi
matin_eftekharzade;دکتر آیدا پرویزی، رشت
bahar_h1990;@zohreash67 پیج دارن؟
bahar_h1990;@z.mor.0066 پیج دارن؟
zz.ee.sh87;@arezoo_mehravar ممنونمم
farnoosh.aza;@roz.lifestyle برای هر مریض وقت میزارن با نظم و وسواس خاصی همه چی رو بررسی میکنن خیلی به آدم روحیه میدن و انسان بسیار شریفی هستن .
somaye_hsh;هدی عزیزم قبلا هم بهتون دایرکت دادم دکتر عطیه کلاته پزشک فوق تخصص زنان استان خراسان شمالی شهربجنورد...از نظر آرامشی که به یک مادر باردار میدن و همینطور تبحر در اتاق زایمان و....بی نظیرند....از همینجا دوباره مراتب قدردانی خودم رو بجا میارم...
mahboob_mhmdi;@neda.veysii خواهش میکنم
z.rezaeii71;@z.rezaeii71 من ی مدت میرفتم پیش ی پزشک دیگه ،هر بار سونوگرافی داخل مطب و هر بار نوارقلب جنین ،بهشون گفتم اگر من سزازین انتخابی بخام چی؟ که غیر مستقیم اشاره داشتن به زیر میزی😂 کاش میشد بدها رو معرفی کنیم ،حیفک دست و بالم بسته هس😂😂😂
z.ahmadi6295;@naeimeh.gh لطفا ویژگی هاشون رو میگین ؟ تک نفره ویزیت میکنن
z_e_1389;دکتر بنفشه امینی خواه تهران سمت ستارخان من چند باری مراجعه کردم هم زمان میذارن هم به هیچ وجه چنتایی نمیفرستن داخل و تا اونجا که میدونم عمل زیبایی انجام نمیدن و خوبی دیگه شون در دسترس بودنشونه که هر زمان زنگ بزنی جواب میده و جواب هارو تو واتساب چک میکنه ولی متوجه شدم برای بیمارها پرونده ندارن چون هر سری باید از اول مشکل رو توضیح میدادم.
sahar_hi60;فریده کاظمیان تهران شهرک غرب. بسیار خوش اخلاق و حاذق. به صورت تکی ویزیت میکنن.
somaye_hsh;@ateehkalateh بینظیرین خانوم دکتر
zohrehsalman;@mosafer_k11 تهران خیابون فرشته،کنار فرش عظیم زاده
world_in_2022_;@n_sahra70 من هم تعریفشون رو شنیدم دوستم چندین ساله واسه ویزیت پیششون میره
sarahtaherii;دکتر میترا محیط، آنکولوژیست و متخصص زنان، تهران
afrooz.91;دکتر الهه ثناگو
hvzand;منم از دکتر فرشته سربازی در تهران خیلی راضی بودم البته برا ورزش در بارداری هنوز نظرشون رو نمی‌دونم
najmeh1101;@sepideh_sokhansanj ممنونم از پاسختون❤️
aylin_glim;دکتر مهرانا قاسم خانی شیراز عالی هستند .اگه سخت گیری هاشون نبود من دخترمو از دست میدادم
elham_sh769;پزشکای بیمارستان صارم همینجوری بودن. خیلی من راضی بودم.
najmeh1101;@elham.elyana1 خيلي ممنونم از پاسختون❤️
h_n_deniz;@dr_matin_attaran خانم دکتر مهربون، بسیار به روز و کاملا اهل مطالعه، و خیلییی دقیق _ مشهد
athena.faz;@mariya_e57 کدوم شهر؟
maryam.malekshah;خانم دکتر مهسا اسمعیلپور در بابل، مودب ترین و با سوادترین دکتر زنان بابل هستن ایشون....
nahidsabouri;مشهد دکتر ترجمان
parisapainting;دکتر پریسا مقتدایی رو شدیدا پیشنهاد میکنم بیمارستان لاله تهران هستند دو تا زایمان عالی پیششون انجام دادم و تمام شرایطی که گفتی رو دارند
nooshin___ardane;خانوم دکتر لیدا کریمی  آلمان شهر لورکوزن @lida__karimi_
h_abedi_s;دکتر اقدس وکیلی. اصفهان
world_in_2022_;@zarbanoo.life دکتر سارا فلاحی عالین
h_n_deniz;@zeinab_mahmoodihashemi پلی کیستیک خانم دکتر عطاران مشکل من حل کردند
leilaakbr;شقایق برزگر تکنفره میبینه و من همسرمم میبرم داخل، فقط منشیش جالب نیست رفتارش
monamon.kitchen;كاشكي ميشد اونايي هم كه اخلاق پزشكي ندارند رو هم معرفي كرد من خيلي ديدم متاسفانه به واسطه معروفيتشون 😖
shirinliving;@katayoun_adib حق با شماست منم بارداری نداشتم بنابراین در مورد شرایط برخوردشون با ورزش و بارداری نیمتونم نظر بدم.
ansarrrs;منم راضی بودم
mehrnooshmotiei_mehremadar;@azadeh_nouraee فدای تو عزیزمهربونم ❤️
aaazaaade_m;تهران بیمارستان لاله اقای دکتر عباسی عالی از هر جهت نامبر وان
zeynab_daryabari;من تو امل همچین دکتری نمیشناسم
mariya_e57;@athena.faz تهران ،یوسف آباد بینظرن ایشون من از دکتر زنان رفتن بیزارم ولی عاشق ایشون شدم 👏
reisifariba;دکتر شکوفه رفیعی. شیراز
fatemezahra_sh;دکتر سکینه موید محسنی تهران با انصاف وقت شناس مهربان و قاطع و مسلط هستند
zeinab_mahmoodihashemi;@h_n_deniz ممنونم ازتون
kathy.kam;خانم دکتر سوسن نوروزی. اصفهان. البته ظاهرا ما ۲ تا خانم دکتر نوروزی متخصص در اصفهان داریم. ایشون سوسن نوروزی هستند که مطبشون خ چهارباغ بالا هست. بسیار باوجدان و انسان و دانا به عملشون. یک نفر یک نفر ویزیت می‌کنند و بسیار بیمار رو درک میکنند
zahra__ysfi;خانم دکتر فاطمه یوسف پور بیمارستان ولیعصر تهران هستن و مطبشون میدان صادقیه.علاوه بر این موردها بی نهایت با وجدان وانسان هستند.
funnymoodycrazy;@dr.baharpouya.gyn.ob اصفهان
zahra.rslzd;@raheleh_kh69 اصلا خوب نیس اگه مریم پیشوایی منظورتونه
saghar.samaie;دکتر یگانه اسلامی.استانبول
hosseini_mary;چه کار قشنگی👏
azar_bikdeli;دکتر فروغ شادانلو، بیمارستان تهران کلینیک... چند سال هست که پزشک من هستند، ...
shafiei_zeinab;@shadi98_asl دکتر نقشینه را نمی‌شناسم اما خانم رضوی که فوق العاده بد اخلاق و تند هستن با بیمار
ff.asgari;تو شهر قدس، خانم شکوفه هدایتی که ماما هستن ولی از تمام متخصصهای زنانی که پیششون رفتم باسوادتر و کاردرست‌تر بودند. همه مواردی که گفتید رو دارن و حتی من که میخواستم عمل زیبایی انجام بدم رو منصرف کردن. در ضمن اهل مطالعه هستن و اطلاعات علمیشون به روز هست. من هر وقت برم مطبشون کلی سوال تخصصی هم میپرسم ازشون و خیلی با صبر و حوصله جواب میدن.
mary.abr;خانم دكتر نرگس بهرامي( تهران، سنايي، روبه روي بيمارستان تهران) بسيار دلسوز، مهربان و حاذق @dr_narges_bahrami
shirinam_rsh;دكتر شهره اشتري _ تهران خيابان جردن بسيار دكتر فهيم و باسواد من تجربه اي كه باهاشون دارم تمام گزينه هايي كه فرمودين رو دارن
caramel_cake_ramsar;@mamasite.ir خانم دکتر اعظم خیابانی پیجشون فوق العاده مفیده و کاربردی
fatemeebrahimi_a;مرسی هدا جون ❤️
mahsa.dabiri1990;@dr.parisa_abdoli
