username,text
ati_ati67,من دارم برای ایلتس میخونم اگه کسی هس بتونیم تو ساعتای خوندن با هم رقابت کنیم و همو تشویق کنیم تو این راه خوشحال میشم دوست بشیم و ...
mahlapakdamann,@yeganehrajaei آخ آخ پنج بار اومدم شهر محبوبم😍
ati_my_little_private_world,@samaneh__karimian میشه من فالوتون کنم؟
mahlapakdamann,@mahsa_kianian93 سفرهای یه روزه بریم 😍
banshh_ee,@mersena_crossstitch 😍😂😂
qpnil,یزد: (من تا چند روز دیگه میرم یزد یه مدت بمونم، قبلا هم بودم و دوست دارم یه دوست خوب پیدا کنم توی این شهر جدید) ... ویژگی های من: ۱. ورزش دوست ۲. کتابخون ۳. در حال تحصیل ۴. اهل کافه گردی و قدم زدن در خیابون، پاساژ ها و جاهای تفریحی ۵. مشتاق به سفر، فعلا امکان سفر های کوتاه و نزدیک به شهر یزد رو دارم. ۶. کوه نوردی رو دوست دارم. ۷. مستقل هستم و توانایی هزینه کردن برای تفریحات رو دارم، اما اگر شرایط طرف مقابل رو متفاوت ببینیم سعی میکنم این مسئله رو عنوان نکن و تفریحات متناسب رو بودجه ایشون یا حتی ساده و بی هزینه رو پیشنهاد کنم. ۸. انعطاف پذیر ۹. بی حاشیه ۱۰. صادق ..... در جستجوی دوستی با ویژگی های: ترجیح میدم با فردی ۱.بی حاشیه ۲. صادق، شفاف و رک ۳. مایل به وقت گذروندن و انجام تفریحاتی که برای منم جالب باشه. ۴. حداقل اهل ورزش یا انجام یکی از تفریحاتی که بالا گفتم. ۵. ترجیحاً بازه سنی ۲۰ تا ۳۰ سال (اگه تا اینجا ویژگی های مشابه داشتی یا علاقه داشتی باهم وقت بگذرونیم میتونی بهم پیام بدی بقیشو باهم آشنا میشیم) 💢در جستجوی هیچگونه رابطه عاطفی ای نیستم💢
samaneh__karimian,@mahlapakdamann ❤️
heeizar,@_._ma3d3h_._ 😍 بیا دوست شیم
mahsa_mshojn,@shadi.e.shad من رم هستم خوشحال میشم با آدم های مختلف تو کشورهای مختلف آشنا بشم🤗
nooshiin_me88,آخ چقدر خوبه این پست، من متولد شصت و هفتم ، اهل کافه و کتاب خوانی و تفریح و سفرهای یکروزه ، ساکن اصفهان دنبال دوست هم جنس خودمم 😍😍😍
model_bacheganeshik,من  خانم متاهل چهل سالمه.دو تا بچه دارم،ریاضی خوندم.کتاب دوست دارم.اهل رفاقت با گیاه هستم و باغچه ی کوچکی دارم.به شغل دهیاری مشغولم.رفیقی می خوام که اهل چشم و هم چشمی و حسادت نباشه.و غیبت نکنه.فقط به فکر زرق و برق های مادی نباشه و به اصل و هدف زندگی فکر کنه.دوست دارم یه گروه باشه که چند تا دوست با این خصوصیات دور هم جمع باشیم
elnazkah,سلام سلام منم با یه عالمه دوست و دوستی های باحال موافقم😍😍
nazsaremi,@zohre647 چه خوب😍😍 منم خیلی دوست دارم برای پسرم و خودم دوست پیدا کنم ولی ما تهرانیم
faezeh_sadat__,@nil.oo.t کجای کرجی؟
fatimaftbdi,@shadi.e.shad شما کجایین؟
ferdos.zn,@mahlapakdamann کلاس حضوری شرکت کردم  زیبا🌹
_sara_tbt,@pouya_omidali دقیقا😂 تازه به نظرم باحال ترم هست، بچه ها الان خیلی قشنگ تر خودشونو معرفی کردن انگار تا اون دیت یابیه😅
chuchekart,خیلی منتظر این پست بودم 😍😍 خیلیاااا ... اهل کرجم ... ۲۹ سالمه ... توو زندگیم جای خالی یه دوست صمیمی خیلی زیاد حس میشه ... با پیج کاریم کامنت گذاشتم ... عروسکسازم ... و عشق هنر و ادبیات و موسیقی ... اگه احساس کردی میتونم دوست تو باشم کامنتمو ریپلای کن ☘🤍
zohreh___karami,کاش شیراز بودم میومدم‌ میدیدمت
mahlapakdamann,@mayeliza1363 من خیلی پایه ام سمت مترو توحید هستم زهرا جون کدوم سمت مدنظرت هست 😍
niloofaraaaneh,سلامممممم😍
m.haddadi,سلام، من محمدم ۲۴ ساله از جلفا و یه مدت زیادی که تو کنج خلوت خودمم و احساس میکنم که نیاز دارم به پیدا کردن چندتا دوست و هم‌صحبت خوب اگه به کتاب و طراحی و سفر و روانشناسی علاقه دارین میتونیم مدت‌ها درموردشون حرف بزنیم و ببینیم چی پیش میاد
shima.tb,@mrs_sherry20 منم هستم 🙌
el.shahkhah,❤️
matin____ef,از استکهلم سوئد کسی اینجا هست که بقیشو بگم؟🙋‍♀️🤷‍♀️
soheyla.gh.s,@mina_dbshi چخوب😍
mo_ja1985,😍❤️ چه کار زیبایی کردی یلدا جان ❤️😍
aate_feh,@_._ma3d3h_._ اینجا🤚🏻
maryam_rs88,@pouya_omidali نه دیگه از شدت دوستی و شناخت خودش تبدیل میشه نه اینکه یهویی
farsadi.hoda,سلام من هدا هستم از شیراز عاشق کوچه های قدیمی شیراز و مطالعه و طبیعت گردی یه دختر هشت ساله دارم خوشحال میشم با کسی که بچه داشته باشه هم در ارتباط باشم .😍😍😍
elahednd,چیزی که برای من جالبه تو این پست های دوست یابی و دیت یابی شما جرات آدمهاست،  اینکه میان خودشون رو معرفی میکنن با اکانت واقعی یا غیر واقعیشون ، خصوصیاتشون رو میگن، برای من کار غیر ممکنیه و اصلا فکر کردن بهش بهم استرس میده:)) ولی  این تفاوت بین خودم و آدمهای شبیه خودم و آدمهای این پست برام خیلی جالبه.
blue_berry1990,@aminaghaiie ok az koja bayad shoro kard
ziz.ikhatoon,@parisafaam سلام پریسا 😍 میشه بیشتر از خودت بگی . درضمن چه پروفایل زیبایی
del.aram__2021,@_nargol چه عکس زیبایی😍
atefe_haji_pv,@mersena_crossstitch منم کرجم و خیلی دوست دارم دوستای جدید پیدا کنم با اینکه شاید شروع یه رابطه دوستانه ام برام سخت باشه ولی بازم خودمو تو مسیر آشنایی تازه قرار میدم . خوشحال میشم باهم بیشتر آشنا بشیم همگی و البته رنج سنی هم باشیم . من بیست و هشت سالمه 🙂🙂
elaheemdadi,چه قشنگ 😍 قشنگ ترین اتفاق،داشتنِ  رابطه ،با آدمهای همسو و همزبانه.
bitasaeidi,@atef.ee منم شهسواری ام ولی تهران ساکنم. اونجا بودم حتما میگفتم بریم🤗
niloofaraaaneh,@atiye.farhadiiii سلام عطیه منم ۳۳ سالمه و میتونیم باهم اشنا بشیم
mr.sep,منم پایم 🙌
soheyla.gh.s,@sara_sajedi پیجتون رو دیدم😍 چقد خوب بود و من دختر ۶ ساله دارم و فالو کردم تا یاد بگیرم😍
jk_negar,سلام پگاه جان. اگه مایل هستین با هم صحبت کنیم🌿 یا کاش  همین‌جا یه گروه بزنیم بچه‌های شیراز رو ادد کنیم هر کسی دوست مناسبش رو پیدا کنه. :))
shadi.e.shad,@fatimaftbdi استراسبورگ، فرانسه
mahlarangchi,@maryam.gachpazani منم اهوازم🥰
mohi_peivandi,@mohi_peivandi راستی ۲۴ سالمه و حقوق خوندم.
m.jabari28,سلام .من محبوبه هستم از اصفهان.۳۳ ساله میشم امسال و دلم یعالمه دوست دختر باحال و پرانرژی میخواد .دوست دارم کنار هم رشد کنیم .حال خوب و بدمون رو باهم تقسیم کنیم و به معنای واقعی رفیق باشیم.خوشحال میشم اگر دوست دارید باهم باشیم بهم پیام بدید.
mr.sep,@mahlapakdamann سلام منم پایه پیاده روی هستم ولی هنوز تجربه سفر یک روزه نداشتم ولی با وضعیت کارمندی فکر میکنم تجربه خوبی باشه
banshh_ee,@pouya_omidali اخ اخ بنظر منم اگر قراره دیتی شکل بگیره باز اینطوری قشنگ تره اصلا پایه‌ی همه چی رفاقته اول😂
mahlarangchi,@white.morning منم اهوازم😍
nil.oo.t,@faezeh_sadat__ مهرویلا
tina_ghadami,اگه ادبیات و سینما جز جدایی ناپذیری از زندگیتونه و کرمانشاه هستید باهام دوستای خوبی میشیم:)
heeizar,@yeganehrajaei 😢 نه ولی خیلی دلم میخواد بیام
_nahidzr_,😍😍😍 خیلی نکته مهمی رو گفتی🔥
_nahidzr_,@mina_dbshi 😍❤️
del.aram__2021,@mahsa_kianian93 چه شود😍
mahboob13851385,من هم تهرانم خانوادم اینجا نیستن تقریبا تنهام عاشق پیاده روی سفر فیلم هستم خوشحال میشم بتونم اینجا با کسی اشنا بشم و دوست خوبی باشم
bitasaeidi,حالا یه چیز بی ربط🙈اگه کسی یا جایی هست که میشناسین و بتونه گاهی که مسافرت میرم یا هر اتفتقی… سگم رو نگه داره..امن باشه. میشناسین. بهم بگین. البته یه دوست خوب واسه این بچه هم پیدا کنم خوشحال میشم. بداخلاقه😍پیکینیزه..۷ سالشه🙈
fariba_tbrz,من مشهدم، اهل کتاب خوندنم، درونگرام، قدم زدن رو خیلی دوست دارم، دوستای خوبی داشتم همیشه ولی دایره دوستام همیشه محدود بودن دلم میخواد وسیع‌ترش کنم و خودم رو به چالش بکشم
elahe_m0hammadi,@rahaeew ای جانم خیلی عالیه😍😍 همین به بهبود سریع‌تر کمک می‌کنه😍 ولی حسابی مواظبت کن
mona.chickchick,سلام من 39 سال دارم و کارمند و تهران زندگی میکنم.  درون گرا هستم و توی تمام زندگی فقط یک دوست داشتم که اونم از ایران مهاجرت کرده.  به نظرم دوست یکی به وقت یک غریبه بشه که به صورت رهگذر حرف دلت رو بشنوه بدون قضاوت و به وقتش همدل و هم راز و همدمت بشه.
ahmadsaberi_,سلام من احمدم استانبول بیلیک‌دوزو هستم۳۴ سالمه و  استاد زبانم چون اینجا تازه اومدم دوست های زیادی ندارم. دورهمی و موزیک و بازی های دورهمی رو دوس دارم یکم شوخ هستم و خونه مون برای دورهمی آخر هفته خوبه. اگه دوست داشتین دوست شیم بهم پیام بدین.
shadi.e.shad,@fariba26g 😍😍😍
_nahidzr_,@_._ma3d3h_._ نه تو نباید کامنت بذاری تو فقط مال خودمی😂😍
s.nemati69,@mina_dbshi لطف میکنید لینک رو برای من هم بفرستید ممنون😊❤
yeganehrajaei,@mahlapakdamann واقعا استانبول قشنگه و پر از حس خوبه😍
shokoufeh.aria,سلام من قبلا هند درس خوندم و الان تهران(تجریش) یه بیزینس خوب راه اندازی کردم که توش خیلی موفقم شدم🍀 از همون اول که یلدا پیج زد همراهشم و مطمعنم اینجا کلی آدم خوب با انرژی مثبت هستن که دنیارو یجور دیگه میبینن🌿 خلاصه که داشتم میگفتم توی کارم (واردات پارچه و کار با مزون ها) خیلی موفق شدم تااونجاییکه الان باید تیممون رو بسط بدیم. اگر کسایی هستن که میتونن تو تولید محتوا، عکاسی و فروش به من کمک کنن خوشحال میشم بهم پیام بدین قطعا تو یه مجموعه با حس و حال خوب کار میکنیم و دوستای خوبی برای هم میشیم. دختر یا پسر هم فرقی نداره🥰
porooshat.ra,من آدم اجتماعی و به قول روانشناسا برون گرا،عاشق یادگرفتن هر چیز جدید،خوره‌ی کتاب و فیلم و پادکست و فلسفه و روان‌شناسی و تاریخ.گهگاه یه گریزی به سیاست و جامعه شناسی.معلم زبانم.ارشد زبان‌شناسی میخونم.و اهل کرمانشاهم😍😉
fariba26g,@sama.haghighi.azgomi به به، چه عالی 😊
ghazal.b.asgarie71,@mahsa_kianian93 من هستم 🙌
marziye.esz,سلام منم ۲۳ سالمه وکرمانیم😍 (رفسنجان البته) فعلا دانشجوی مشهدم ولی خوشحال میشم وقتایی ک میام کرمان باهم باشیم
elahe_m0hammadi,@rahaeew قربونت😍
lleilaaaam,@mina_dbshi خیلی ممنون😍
saboorimehri,"مهری هستم ۳۵ ساله از مشهد- ارشد حسابداری و‌کارمم مربوط به رشتمه،من خیلی دوست دارم و همشون هم نابن ،دوستی بسیار برام ارزشمنده که باید خود خودت باشی باهاش...عاشق کتاب خوندن و پادکست گوش دادن و همینطور پیاده روی..تنهایی م رو دوست دارم و خلوت کردن جز معیارهای اصلیمه ... تمام زندگیم به سفر رفتن ختم میشه و عاشق سفرم و تجربه جدید ..
و گفته باشم که همیشه حرفی برای گفتن هست که کیف کنیم و زندگی کنیم ..."
parisafaam,@ziz.ikhatoon سلام زی‌زی جون مرسی ازت😍❤️ اره دیگه چی بگم؟ ۳۳ سالمه. سالهاست پیانو میزنم مدتی هم درس میدادم. سریال‌های هیجان‌انگیز، درام و کمی عاشقانه دوست دارم. پاپیه‌ماشه می‌کنم بعضی وقتا ولی هنوز منسجم چیز واقعی نساختم😄
dianageraei,@reyhane_farsi آقا ما دوست داریم با دختر داییمون دوست شیم 🚶🏻‍♀️😁
zahra.mmonfared,@ferdos.zn الان خونه تمرین می کنی یا باشگاه می ری؟
abozarnimrouzi,من به دنبال چند نفر هستم هر از گاهی بریم مسافرت های خارج مثلا برای مهرماه سال دیگه تصمیم دارم برن سریلانکا دنبال آدمهای چمدان به دست می گردم که زندگی‌شان به سفر کردن وصله 😁
armaghanm,۳۲ سالمه از تهران، عاشق معاشرت کردن با آدمام، دوست دارم آدمای جدید وارد زندگیم شن ازشون یاد بگیرم😊 فیلترِ خاصی ندارم برای دوستی اگر هم فکر و هم سو بودیم که میشیم رفیق شیش هم، اگرم نبودیم که حتمن آشنا شدنمون میارزید 😉سفر کردن و کافه رفتن و سینما رفتن و دورهمی و... هم قول میدم جز رفاقتمون باشه😉
mohmmd_shdn,سلام ، محمد هستم ، ۳۲ ساله از ساری ، میخوام جنس دوستام رو جور کنم پس دنبال دوست/هایی میگردم که اهل پیاده‌روی شبانه باشن ( من تا ساعت ۸-۹ شب سر کار هستم ) و کافه‌نشینی ؛ فیلم‌باز و اهل مطالعه باشن که حرف واسه زدن داشته باشیم.
springjourney,@springjourney راستی یه پسر یه ماهه دارم و همچنین یه گربه ی سفید😍
mr.sep,@ghareghani.ghzl کاش جنسیتی نمیشد تازه داشتم از پارت کتاب لذت می‌بردم
fariba26g,@mahsa_mshojn من هفته دیگه میام میلان برا ۵ روز
zahra.mmonfared,@pouya_omidali دقیقا 😂
atiye.farhadiiii,@niloofaraaaneh خوب من تا اینجاشو بلد بودم 😂😂😂باقیشو نمیدونم چیکار باید بکنم
sogand.radp,سلام من سوگندم ۲۶ سالمه متاهلم بابلم و دوست دارم با چند تا دختر پایه همسن و سال خودم که اهل مطالعه و شاغل هم باشن معاشرت کنم و کافه گردی و عکاسی در طبیعت بریم و دوستی به دور از دورویی و حسد رو داشته باشیم😍
sama.haghighi.azgomi,@fariba26g  منم برلینم😍
niloofaraaaneh,@ghareghani.ghzl سلام غزل منم تهرانم و کتاب قرض دادن رو خیلی هستم 😍
maryam._.dsh,@mersena_crossstitch منم کرجم و درون‌گرا و کاملا می فهمم چی میگی😂😂
zahra.mmonfared,@lili_daily_life اگه گروه زدید من رو هم جوین کنید پیلیز😍
alimehossine12,من اهل قم هستم زبان تدریس می کنم و ریاضی  اهل خودندن کتاب و فیلم هستم مهربون و باحوصله هستم و در حال دوزبانه کردن پسرم با فیلم و کارتون پسرم دوسالشه. تفریحم سینما ریتوران پارک و شهربازیه
ba_tayebe,"من طیبه هستم، متأهل و در آستانه ۳۰ سالگی 😊. شیراز زندگی میکنم و ارشد مشاوره دارم. عاشق خلوت، جمع‌های هم‌فکر و سفر بخصوص سفرهای کم‌هزینه به ناشناخته‌ها هستم. 
مهم‌ترین مسأله و تلاش زندگیم اینه که بیشتر خودمو بشناسم، خودم باشم با آرامش و شادی بیشتر و اینکه از لحظه‌هام بیشتر لذت ببرم😇. 
با اصول شخصی خودم زندگی میکنم و دنبال اینکه کی چی گفت و چی نگفت نیستم و زندگی رنگی رنگی و شخصی خودمو دارم 🌈. 
دنبال دوستی هستم که بپذیره طیبه شاد، یه بعد غمگین هم داره و به جز مهربونی و ارامش و شجاعت، توی درونش غم، خشم و ترس رو هم داره ( یعنی من رو به عنوان یه آدم کامل با هر دو نیمه وجودم بپذیره). نسبتا هم فکر باشیم و علاقمند به گپ و گفت های طولانی ترجیحا با یه فنجون قهوه ☕️😍!
اهل سفر هم باشه که دیگه عالیه😍"
badiei.zahra,@mehrnz_7 من هم اصفهانم ❤️❤️❤️
zahra.mmonfared,سلام سلام سلام. هیچی برام هیجان انگیزتر از رفاقت‌های جدید نیست😍 من زهرام با نوَد و شش درصد بردن گرایی و از اون‌ها که می‌شه تا الهه‌ی صبح باهاش گپ زد و کیفور شد. عاشق تعامل و صحبت کردن و تبادل اطلاعات و شنیدن و گفتن از تجربه های متفاوت و جدیدم، تجربه برام جایگاه خیلی خاصی داره و هم تجربگی برام مقدسه ، اصلا در واقعا زنده م و زندگی می کنم که شِیر کنم و دریافت کنم :) معنای زندگی از نظرم مهربانی و تاثیره و اینکه دست یکی رو بگیریم یا دستمون رو بدیم به یکی که از سنگلاخ های زندگی رد شیم، حتی اگه اون دست دادن فقط برای همون یک بار باشه. آدم ها برام مهمن خیلی مهم .. و از کوچک ترین برداشتنِ باری از دوشِ غریبه ترینی دریغ نمی کنم حتی اگه نفهمه یا تشکر نکنه یا حتی اگه لیاقتش رو نداشته باشه ؛) اگه در مسیر زیبای زبان خوندن هستید من بهترین همسفرم چون دیوونه ی این مسیرم ❤️ حیوون‌ها و طبیعت و کوه و فیلم و سریال و کتاب و ورزش و اینها هم که خیلی بهم حال می ده حالا اگه در بستر اکیپ اتفاق بیفته که دیگه اون کیفوری در هزار ضرب می شه :) خلاصه که بیاین بغلم 🫂 (وی به شدت بغلی می باشد)
niloofaraaaneh,@parisafaam پریسا من مجردم تاثیری توی دوستی نداره که ؟!😂
arefeh2a,@rezvan.sarmad اطراف تهران کلی جاهای بکر هست که میشه رفت😄
aate_feh,@elahe_m0hammadi بستن
shadi.e.shad,@fariba26g خوشبختم منم شادی هستم
mahlapakdamann,تهران گردی رو هستم سما😍
badiei.zahra,@mina_dbshi شیراز خیلی خوبه 😍😍😍😍
mah.gol81,@del.aram__2021 سلاام دنبال من میگشتی؟😂
soori.haghighi,@reyhane_farsi از جانمی جان گفتنت معلومه که شیرازی😅😍👍🏻
acibenamespades,@yeganehrajaei منم استانبولم :)
springjourney,"من بهار هستم ۳۴ سالمه و مشهد هستم، تازه مامان شدم و دوس دارم با کسی که شرایط مشابه من داره معاشرت کنم. علایقم هم ایناست : طبیعت, سفر,مولانا، مدیتیشن،بازی مافیا و کتاب....از اخلاقای خوبم اینه که با تممام وجود مهربونم و ادم صادقی هستم و از دوستمم همینو میخام، از اخلاقای بدم اینه که با وجود داشتن یه عالمه دوست در اطرافم ولی دوست صمیمی پیدا کردن برام سخته چون میترسم....و الان خیلی دلم میخاد به ترسم غلبه کنم و رابطه جدید رو پیدا کنم و باهاش پیش برم، اخلاق بد دیگم اینه که اگه با ادم مقابلم احساس تعلق نداشته باشم ازش ناراحت میشم و بهش نمیگم و رابطه رو باهاش پیش میبرم ولی خودمو خیلی اذیت میکنم.امیدوارم بتونم دوست خوبی رو اینجا پیدا کنم و رابطه خوبی رو تجربه کنیم😍🙌"
sanam.parsa82,چقدر خوبه این پست،من واقعا به دوستی که زبان فرانسه ش خوب باشه تا بتونم باهاش فرانسوی حرف بزنم نیازمندم.😍😍😍😍😍😍😍خودم فرانسه زندگی میکنم و‌تو شهرمون ایرانی چندتان اونم سن بالا.البته دوست فرانسویم دارم ولی دلم تجربه اینجوری میخواد😍😍😍😍😍
negaratopia,"نگارم، ۲۰ سالمه، بوشهر زندگی می‌کنم. از کتاب خوندن و پادکست گوش کردن خیلی لذت می‌برم و فیلم و سریال دیدن هم خیلی دوست دارم.
روان‌شناسی می‌خونم. معاشرت با آدم‌های مختلف رو دوست دارم. به نظرم هر رابطه‌ای باید حد و مرزی داشته باشه. ورزش رو دوست دارم مخصوصا پیاده‌روی، از انجام کار‌های کوچیک‌ و ساده لذت می‌برم. ( دیگه نمی‌دونم باید چی بگم 😁) دوست من بیا دست بدیم و چای بخوریم.🤝🏼☕"
parisa_bh,یه چند نفر جمع شیم بریم گیم برد بازی کنیم تا کافه😁
elahe_alz.67,@elahe_alz.67  یادم رفت بگم،۳۳سالمه متاهلم و یه پسر دوست داشتنی دارم که۹ سالشه😍
aminaghaiie,@mr.sep داش این آیدی من هست سرچ کن تو کال آف آنلاین بودیم میزنیم aminaghaie
zohre647,چرا یادم رفت بگم چه عکس زیبایی یلدا جان😍
atiye.farhadiiii,@atiye.farhadiiii یه اشتباه تایپی ۳۴ سالمه😂😂
yeganehrajaei,@heeizar هرجا كه حالتو مطمئني خوب ميكنه بايد بري، حتي اگه سختي مهاجرت يه وقتايي بترسونتت، تجربه زندگي توي جغرافياي متفاوت چيزي كه بايد هركسي تجربش كنه به نظرم
hadis__momeni__,سلام من ۲۶ سالمه از تهران خیلی دوست دارم با اکیپ خوب برنامه های توری بریم و یا یه کتاب رو باهم بخونیم و بریم توی کافه ای جایی باهم راجبشون صحبت کنیم و ایده هامونو به اشتراک بزاریم خیلی اهل کتاب خوندنم معلم زبانم و یکی از تفریحاتم نقاشیه عاشق رقصیدنم و دوست دارم بدون توجه به جنسیت توی هرگروهی میرم با اون گروه خوش بگذرونیم خیلی برام مهمه نگاه ها فارق از جنسیت باشه چون من ادمیم که با آدمایی که دوسشون دارم صمیمی میشم و گاهی این صمیمیت من باعث میشه اگر با پسری یه رابطه ی معمولی دارم اون طرف برداشت دیگه ای بکنه از رفتارم در صورتی که برای من دقیقا مثل دوستای دخترم میمونه از وقتی این اتفاقا بارها تکرار شد توی زندگیم دایره ی دوستی هامو محدود به دختر کردم و این خلاف میل باطنیم بود ❤️
imherenazi,نازی هستم، ساکن مشهدم، بیست و هشت سالمه، عاشق کتاب و پیاده روی و شنا هستم، دنبال دوستی هستم که بتونیم با هم بریم استخر، کتاب بخونیم، فیلم ببینیم و در موردش حرف بزنیم 🌼
fariba26g,@shadi.e.shad 😍 فریبام
alikarimii98,من ۲۵ از مشهد و به شدت نیازمند به پیدا کردن رفیق خوب هستم که از تنهایی در بیام و رفیق پایدار هم باشیم و خوشبگذرونیم..
nooshin.mir,@daily.saghar من هستم
rad.ceramic,@innerpeace000000 من هم مشهدم و برای منم راحت نیست همین باعث شده هی کامنتم و بنویسم و هی پاک کنم🥲
phateme_bh,@elahe_m0hammadi منم شیرازم😍
_maryamzomorrodi_,@samaneh__karimian سلام سمانه جون ، مریم هستم ، منم غرب میشینم ، متاهلم و شاغل ، خوشحال میشم که آشنا بشیم😍😍
jk_negar,بچه‌های شیراز پایه‌این گروهی‌چیزی همین‌جا تو اینستاگرام بزنیم و کسانی که کامنت گذاشتن ادد کنیم تا هرکی دوست یا اکیپ مناسبش رو پیدا کنه؟
hadis__momeni__,و خیلی دختریم که ساده ام اهل مد و اینجور چیزا نیستم و شدیدا توی این شش ماه اخیر وارد مسیرهای خودشناسی شدم و الان در رابطه با اون توی دوره هایی شرکت کردم دنبال شناخت خودمم خیلی
parisafaam,@niloofaraaaneh چه تل‌های خوشگلی درست کردی نیلوفر جون😍
attt_efe,"سلام 🍀
از آلمان کسی نیست ؟ 😍 شهر بن يا كلن 
اهل كتاب و تفكر و راحتي و دوست با معرفت باشه"
shadi.shahraini,@maaariii.seyedi سلام:)
aminaghaiie,@farzanehsaki من در خدمتت هستم چند ساله تو این زمینه مطالعه دارم کلی میتونیم به هم کمک کنیم رفاقتی
maryam.gachpazani,@mahlarangchi 😍😍
mahdiye.karimii,می دونی قشنگی این عکس کجاست؟؟ اونجا که تو داری عکس میگیری و آدم های دور میز مشغول تعامل باهم ان و یک نفرِ خاص حواسش پیش توِ نگاهت می کنه منتظر تو تا برگردی بشینی کنارش. حس خیلی خوبه که ببینی ی نفر اینقدر حواسش جمع تو😍😍😍😍😍
springjourney,@rahaeew منم مشهدم رها ، یکم بالاتر خودمو توصیف کردم
razi__hr,@daily.saghar 🙋🏻‍♀️😍
mahsa_mshojn,من مهسام ۳۱ سالمه رم زندگی میکنم آدم اجتماعی هستم البته الان که ۳۰ و رد کردم شر و شوریم کمتر شده نسبت به قبل🙃ولی همیشه از معاشرت با آدما لذت میبرم و دوست دارم با آدم های جدید آشنا بشم فرقی هم نمیکنه کجای این کره خاکی باشن
samiraakhadem,کپشنت خیلی عااااالی بود یلدا❤️
lili_oilpaintings,چه جذاب😍 من عاشق تعامل و یاد گرفتن از آدم هام.تو یک دنیای واقعی پر از بالا و پایین شدن ها زندگی میکنم واسه همین ناله و شکایتی از ناملایمت های زندگی نمیکنم چون باور دارم بخشی از زندگیه. نظراتم رو بدون ترس از قضاوت بیان میکنم و ترجیح میدم شفاف حرف بزنم و اینطوری احساس امنیت میگیرم از طرف مقابل که اونم نظر واقعیش رو بیان کنه تا اینکه در قالب تیکه و در لفافه همه چی رو پیچیده کنه! اساسا مغزم یه سری پیچیدگی های کلامی رو پردازش نمیکنه! معمولا چیزی بهم بر نمیخوره چون شناخت درستی از خودم و شخصیت ام دارم . ممکنه برای آدم هایی که دنبال داستان و دراما هستن مناسب نباشم چون براشون لج درار هست این اخلاقم.مهربانی رو بزرگترین و با ارزش ترین دستاورد یک آدم میدونم چون میدونم کار آسونی نیست‌.سادگی رو دوست دارم و زیبایی و حال خوش رو در کوچکترین چیزها جست و جو میکنم.کمی طنازم.خیلی وقت آزادی ندارم چون دانشجو هستم ولی همیشه کیفیت روابط رو با ادم های محدود تا یه استادیوم آدم بی کیفیت ترجیح دادم و میدم.کلمات برام ارزش معنایی دارن و باورشون میکنم واسه همین نمیتونم وقتی کسی رو نمیشناسم عشقم گلم صداش کنم.به حقوق موجودات زمین و محیط زیست احترام می گذارم.بقیه اش وقتی که دوست شدیم.😊
faeze.n_p,@mina_dbshi برای منم اگه امکان داره بفرستید ممنون😍
zahra.mmonfared,@rahaeew آرزوی سلامتی 😍
ahmadsaberi_,@lleilaaaam لطفا دایرکت کنید اینجا لینک کار نمیکنه
samirahomayouni,سمیرا همایونی، متاهل از تهران، اهل طبیعت‌گردی و سفر حدود ۳۵ تا ۳۹ ساله مون هست، علاقه به کتاب و کمی علم، اهل ادب و احترام، زیاد درونگرا نیستیم ولی برای معاشرت دوست داریم آدمهای متوسط درونگرا رو انتخاب کنیم، اهل کوه ، طبیعت و عکس گرفتنیم ، پیج همسرم رو میگذارم برید ببینید اگر اوکی بودید قرار ، بگذاریم @mr.parsy
_sara_tbt,@armaghanm چقدر قشنگ نوشتی شما😌😍
seeetareeh,سلام🤗 اسمم ستاره هست و ساکن مونیخ هستم. بیشتر دوستای خوبم توی ایرانن و خوشحال می شم دوستان دختر جدیدی توی مونیخ یا شهرهای دیگه ی آلمان پیدا کنم 🍀❤️ ۲۹ سالمه، اهل سفر و طبیعت گردی و کافه، شعر و کتاب خوندن هستم. دوست دارم امسال بیشتر سفر برم و آلمان رو ببینم. داشتن رفیق های ناب، بهترین اتفاقی هست که می تونه تو کشور جدید بی افته؛ پس خوشحال می شم از پیامتون🌻
ghareghani.ghzl,@mr.sep کتاب قرض میدم به آقایون مشکلی ندارم 😂 ولی متاسفانه نمیتونم دعوت کنم به خونم
fariba26g,@shadi.e.shad یه گروه بزنیم بچه های خارجه 😁
leyli.fadaii,من ساکن همدانم و رفیق یا اکیپی میخوام که باهم کوه بریم شطرنج بازی کنیم کتاب بخونیم و رفیق باشیم یا اخرهفته ها برقصیم بازی کنیم،فیلم ببینیم و خوش بگذرونیم، احساس صمیمیت و راحتی کنیم و دوست دارم که حرف مشترک داشته باشیم هم سمت و سوی هم باشیم و به جز حرفهای روزمره حرفی برای گفتن داشته باشیم، درکنار خوش گذرونی ها بتونیم به رشدوآگاهی هم کمک کنیم و یادبگیریم💛
parisafaam,@niloofaraaaneh نه نه مطمئن باش😂
hamidehnami.p,@nazsaremi کجای تهرانید؟
farzanehsaki,@aminaghaiie من واقعا نیاز دارم به دوستی مثل شما😍
fnurbakhsh,دوست داری با دوست من دوست بشی؟
phateme_bh,@aminaghaiie ترید رو یاد هم میدین؟
mr.sep,@m0danloo پایتممم🙌
